Team,Player  ,Pos. ,KI  ,MK  ,HB  ,GL  ,BH  ,HO  ,TK  ,FF  ,FA  ,FANTASY_POINTS
FREO,"Hamling, Joel",DEF,0.136363636,0,0.318181818,0,0,0.090909091,0.045454545,0.136363636,0,
FREO,"Sturt, Sam",FWD,0.136363636,0.090909091,0.090909091,0.045454545,0.045454545,0,0,0,0,
GEEL,"Guthrie, Cameron",MID,15.54545455,5.863636364,14.77272727,0.181818182,0.363636364,0,4.181818182,0.863636364,0.727272727,
GEEL,"Selwood, Joel",MID,12.63636364,3.5,12.45454545,0.272727273,0.181818182,0,5.136363636,2.454545455,1.272727273,
GEEL,"Smith, Isaac",MID,17.40909091,7.545454545,7.590909091,0.681818182,0.409090909,0,1.727272727,0.363636364,0.454545455,
GEEL,"Menegola, Sam",MID,14.72727273,5.681818182,9.5,0.545454545,0.545454545,0,2.363636364,0.5,1.090909091,
GEEL,"Tuohy, Zach",DEF,14.81818182,5.090909091,7.045454545,0.5,0.363636364,0,1.181818182,0.409090909,0.772727273,
GEEL,"Stewart, Tom",DEF,17.18181818,8.090909091,4.636363636,0,0.136363636,0,0.954545455,0.727272727,0.590909091,
GEEL,"Parfitt, Brandan",MID,10.22727273,1.454545455,9.409090909,0.363636364,0.318181818,0,5.818181818,1.590909091,1.318181818,
GEEL,"Atkins, Tom",MID,9.409090909,3.818181818,7.681818182,0,0.045454545,0,3.409090909,0.409090909,1.227272727,
GEEL,"Dangerfield, Patrick",MID,9.636363636,3.227272727,7.227272727,0.363636364,0.318181818,0,2.409090909,1.272727273,1,
GEEL,"Bews, Jed",DEF,9.954545455,5.272727273,5.681818182,0.136363636,0.090909091,0,2.272727273,0.772727273,0.681818182,
GEEL,"Hawkins, Tom",FWD,9.772727273,5.863636364,5.772727273,2.818181818,1.681818182,4.181818182,2.272727273,0.636363636,1.590909091,
GEEL,"Henry, Jack",DEF,9.863636364,6.818181818,5.409090909,0.318181818,0.090909091,0.454545455,1.954545455,0.772727273,0.363636364,
GEEL,"Higgins, Shaun",FWD,7.136363636,3.636363636,8.045454545,0.181818182,0.545454545,0,2.227272727,0.5,0.590909091,
GEEL,"Blicavs, Mark",DEF,7.454545455,4.272727273,7.545454545,0.227272727,0,12.86363636,3.045454545,1.454545455,1.045454545,
GEEL,"Duncan, Mitch",MID,9.090909091,4.454545455,5.227272727,0.363636364,0.090909091,0,1.5,0.727272727,0.227272727,
GEEL,"Close, Brad",FWD,6,2.772727273,7.227272727,0.681818182,0.454545455,0,3.272727273,1.136363636,0.363636364,
GEEL,"Stanley, Rhys",RUC,6.909090909,3.363636364,5.863636364,0.363636364,0.227272727,17.77272727,1.5,1.181818182,0.954545455,
GEEL,"Kolodjashnij, Jake",DEF,7.5,5.454545455,4.727272727,0.045454545,0,0,1.227272727,0.318181818,0.681818182,
GEEL,"Dahlhaus, Luke",FWD,4.681818182,1.863636364,6.818181818,0.318181818,0.681818182,0,3.590909091,0.818181818,0.863636364,
GEEL,"Miers, Gryan",FWD,5.909090909,2.636363636,4.636363636,0.545454545,0.318181818,0,1.045454545,0.545454545,0.181818182,
GEEL,"Narkle, Quinton",MID,3.909090909,1.681818182,5.863636364,0.181818182,0.181818182,0,1.136363636,0.136363636,0.272727273,
GEEL,"Rohan, Gary",FWD,6.681818182,3.409090909,3.045454545,1.454545455,0.818181818,0,1.863636364,1,0.636363636,
GEEL,"OConnor, Mark",MID,5.045454545,2.181818182,4.318181818,0.045454545,0,0,1.818181818,0.5,0.590909091,
GEEL,"Cameron, Jeremy",FWD,5.363636364,2.590909091,2.590909091,1.772727273,0.727272727,0,0.727272727,0.772727273,0.590909091,
GEEL,"Guthrie, Zach",MID,5.454545455,2.318181818,1.818181818,0,0.045454545,0,1.454545455,0.318181818,0.181818182,
GEEL,"Holmes, Max",FWD,2.454545455,1.090909091,2.909090909,0.045454545,0.318181818,0,1.454545455,0.136363636,0.181818182,
GEEL,"Ratugolea, Esava",RUC,2.863636364,1.454545455,2.363636364,0.5,0.227272727,4.227272727,1.363636364,0.818181818,0.590909091,
GEEL,"Clark, Jordan",MID,2.772727273,1.181818182,2.363636364,0.136363636,0.090909091,0,1,0.090909091,0.318181818,
GEEL,"Simpson, Sam",MID,1.272727273,0.590909091,1.136363636,0.090909091,0.090909091,0,0.363636364,0.181818182,0.136363636,
GEEL,"Constable, Charlie",MID,0.954545455,0.590909091,0.727272727,0.045454545,0,0,0.136363636,0.045454545,0.045454545,
GEEL,"Kreuger, Nathan",RUC,0.5,0.318181818,0.181818182,0,0,0,0.363636364,0.090909091,0.090909091,
GEEL,"De Koning, Sam",RUC,0.318181818,0.136363636,0.045454545,0,0.090909091,0.045454545,0,0,0.090909091,
GEEL,"Evans, Francis",FWD,0.363636364,0.181818182,0,0.090909091,0.045454545,0,0.045454545,0,0,
GCS,"Miller, Touk",MID,15.18181818,4.318181818,15.18181818,0.363636364,0.363636364,0.045454545,6.772727273,1.590909091,1.181818182,
GCS,"Swallow, David",MID,11.72727273,4.818181818,9.181818182,0.272727273,0.318181818,0,4.5,0.727272727,1.090909091,
GCS,"Anderson, Noah",MID,12,3.772727273,8.590909091,0,0.272727273,0,2.727272727,0.5,0.863636364,
GCS,"Lukosius, Jack",DEF,17.36363636,7.818181818,2.727272727,0.136363636,0.5,0,1.454545455,0.590909091,0.909090909,
GCS,"Ellis, Brandon",DEF,12.40909091,5.909090909,6.818181818,0.227272727,0.090909091,0,2.136363636,0.5,0.772727273,
GCS,"Bowes, Jack",MID,13.95454545,4.409090909,4.409090909,0.045454545,0.090909091,0,1.727272727,0.454545455,0.681818182,
GCS,"Powell, Wil",MID,11.77272727,5.227272727,6,0.045454545,0.045454545,0,2.454545455,0.954545455,0.636363636,
GCS,"Ballard, Charlie",DEF,10.31818182,6.363636364,2.772727273,0,0,0,1.136363636,0.909090909,0.727272727,
GCS,"Markov, Oleg",DEF,8.772727273,4.863636364,4.090909091,0.045454545,0.181818182,0,1.727272727,0.272727273,0.227272727,
GCS,"Lemmens, Sean",DEF,8.909090909,3.454545455,3.272727273,0,0,0,2,0.545454545,1.409090909,
GCS,"Greenwood, Hugh",MID,6.954545455,1.136363636,5,0.272727273,0.272727273,0.363636364,5.909090909,0.727272727,0.318181818,
GCS,"Ainsworth, Ben",FWD,8.5,4.090909091,3.363636364,0.545454545,0.818181818,0,1.590909091,0.636363636,0.636363636,
GCS,"Weller, Lachie",FWD,6.227272727,3.227272727,4.727272727,0.318181818,0.136363636,0,2,0.227272727,0.363636364,
GCS,"Fiorini, Brayden",MID,6.045454545,2.363636364,4.590909091,0.090909091,0.090909091,0,2.136363636,0.318181818,0.272727273,
GCS,"Collins, Sam",DEF,6.909090909,5.409090909,3.545454545,0,0,0,1.454545455,0.818181818,0.909090909,
GCS,"Sexton, Alex",FWD,7.590909091,3.954545455,2.272727273,0.954545455,0.636363636,0,1.045454545,0.636363636,0.318181818,
GCS,"Rankine, Izak",FWD,5.454545455,2.318181818,4.181818182,0.727272727,0.5,0,2.090909091,0.727272727,1.272727273,
GCS,"Holman, Nick",MID,5.045454545,3.045454545,4.272727273,0.454545455,0.227272727,0,3.272727273,0.681818182,0.681818182,
GCS,"Flanders, Sam",FWD,4.363636364,2.090909091,4.227272727,0.181818182,0.227272727,0,2.818181818,1,0.363636364,
GCS,"King, Ben",FWD,5.727272727,4.090909091,2.454545455,2.136363636,1.136363636,0.181818182,0.772727273,0.818181818,0.5,
GCS,"Burgess, Chris",RUC,5.090909091,3.045454545,2.818181818,0.454545455,0.454545455,8.045454545,1.909090909,0.727272727,0.545454545,
GCS,"Rowell, Matt",MID,3,1,4.681818182,0.090909091,0,0,2.227272727,1.090909091,0.590909091,
GCS,"Sharp, Jeremy",FWD,5.136363636,2.409090909,2.363636364,0.090909091,0.136363636,0,0.318181818,0.272727273,0.181818182,
GCS,"Macpherson, Darcy",FWD,4.454545455,2.181818182,2.727272727,0.045454545,0.272727273,0,1.954545455,0.409090909,0.454545455,
GCS,"Farrar, Jy",DEF,4.090909091,2.545454545,2.5,0,0,0,0.636363636,0.045454545,0.227272727,
GCS,"Corbett, Josh",FWD,4.590909091,3.545454545,1.863636364,1.045454545,0.5,0.181818182,0.545454545,0.590909091,0.545454545,
GCS,"Atkins, Rory",MID,2.136363636,0.727272727,1.863636364,0.090909091,0.090909091,0,0.409090909,0,0.136363636,
GWS,"Taranto, Tim",FWD,16.90909091,5.363636364,12.04545455,0.590909091,0.590909091,0,5.818181818,1.181818182,1.045454545,
GWS,"Hopper, Jacob",MID,14.13636364,3.272727273,13.45454545,0.454545455,0.318181818,0,4,1.318181818,1.772727273,
GWS,"Kelly, Josh",MID,15.13636364,3.727272727,12.18181818,0.727272727,0.681818182,0,5.818181818,1.045454545,0.772727273,
GWS,"Ward, Callan",MID,12.63636364,4.090909091,12.13636364,0.681818182,0.227272727,0.227272727,3.227272727,1.545454545,1.090909091,
GWS,"Cumming, Isaac",DEF,16.90909091,5.954545455,6.954545455,0.045454545,0.181818182,0,2.545454545,0.545454545,0.818181818,
GWS,"Whitfield, Lachie",DEF,12.86363636,4.863636364,6.454545455,0.136363636,0.045454545,0,1.863636364,0.681818182,0.5,
GWS,"Perryman, Harry",DEF,12.18181818,4.181818182,6,0.181818182,0.227272727,0,1.772727273,0.545454545,0.272727273,
GWS,"Ash, Lachie",DEF,12.04545455,5.045454545,5.772727273,0.045454545,0.045454545,0,2.863636364,0.272727273,0.454545455,
GWS,"Haynes, Nick",DEF,11.5,7.090909091,5.454545455,0.045454545,0.045454545,0,0.772727273,0.636363636,0.590909091,
GWS,"Green, Tom",MID,6.318181818,2.5,10.04545455,0.318181818,0.272727273,0.045454545,2.409090909,0.863636364,0.681818182,
GWS,"Greene, Toby",FWD,10.54545455,3.545454545,3.5,2.045454545,1.863636364,0.090909091,1.772727273,1.5,1.318181818,
GWS,"Himmelberg, Harry",FWD,8.818181818,4.909090909,4.863636364,1.636363636,0.863636364,0.227272727,2.090909091,1,0.954545455,
GWS,"Idun, Connor",DEF,7.863636364,5.636363636,5.181818182,0,0,0,1.863636364,0.681818182,0.5,
GWS,"Taylor, Sam",DEF,7.454545455,5.272727273,4.954545455,0,0,0,1.772727273,1,0.363636364,
GWS,"Lloyd, Daniel",FWD,6.363636364,3.090909091,2.863636364,0.909090909,0.363636364,0,2.045454545,0.363636364,0.863636364,
GWS,"OHalloran, Xavier",MID,5.636363636,1.909090909,2.545454545,0.227272727,0.136363636,0,1,0.454545455,0.363636364,
GWS,"Daniels, Brent",FWD,4.136363636,1,3.909090909,0.090909091,0.181818182,0,1.590909091,0.545454545,0.181818182,
GWS,"Buckley, Jack",DEF,5.090909091,3.090909091,2.590909091,0,0.090909091,0.045454545,1.545454545,0.318181818,0.772727273,
GWS,"de Boer, Matt",MID,3,1.545454545,4.272727273,0.090909091,0.090909091,0,1.818181818,0.227272727,0.318181818,
GWS,"Hill, Bobby",FWD,5.136363636,1.5,1.863636364,0.636363636,0.545454545,0,2.181818182,0.454545455,0.181818182,
GWS,"Flynn, Matt",RUC,2.5,2.090909091,3.954545455,0.227272727,0.090909091,10.09090909,1.363636364,0.727272727,0.409090909,
GWS,"Mumford, Shane",RUC,2,0.863636364,4.454545455,0.181818182,0,16.54545455,3.090909091,1.227272727,1.181818182,
GWS,"Finlayson, Jeremy",FWD,4.818181818,1.818181818,1.590909091,1.045454545,0.409090909,1.090909091,0.681818182,0.636363636,0.5,
GWS,"Kennedy, Adam",MID,3.272727273,1.590909091,2.681818182,0.045454545,0.045454545,0,0.909090909,0.227272727,0.227272727,
GWS,"Reid, Sam",FWD,2.909090909,1.136363636,2.636363636,0.181818182,0.181818182,0,1.590909091,0.318181818,0.681818182,
GWS,"Hogan, Jesse",FWD,3.363636364,2.590909091,1.863636364,0.909090909,0.409090909,0,0.5,0.272727273,0.318181818,
GWS,"Davis, Phil",DEF,2.909090909,2.136363636,2.136363636,0,0,0,0.727272727,0.454545455,0.636363636,
GWS,"Coniglio, Stephen",MID,2.772727273,0.636363636,1.909090909,0.045454545,0.181818182,0,1.227272727,0.318181818,0.136363636,
GWS,"Bruhn, Tanner",FWD,2.545454545,0.727272727,2.045454545,0.181818182,0.181818182,0,1.5,0.363636364,0.227272727,
GWS,"Sproule, Zach",FWD,2.5,1.227272727,1.409090909,0.5,0.227272727,0.636363636,1.181818182,0.409090909,0.681818182,
GWS,"Riccardi, Jake",FWD,2,1.090909091,1.681818182,0.090909091,0.045454545,0.090909091,0.136363636,0.090909091,0.045454545,
GWS,"Keeffe, Lachlan",DEF,2.590909091,1.681818182,1,0.045454545,0,0.863636364,0.727272727,0.181818182,0.227272727,
GWS,"Briggs, Kieren",RUC,1.045454545,0.409090909,1.181818182,0.090909091,0,3.863636364,1,0.363636364,0.272727273,
GWS,"Peatling, James",DEF,1.227272727,0.681818182,0.681818182,0,0,0,0.272727273,0.181818182,0.181818182,
GWS,"Stein, Jake",DEF,1.318181818,0.909090909,0.5,0,0,0,0.318181818,0.090909091,0.272727273,
HAW,"Mitchell, Tom",MID,14.59090909,4.454545455,19.68181818,0.363636364,0.227272727,0,4.772727273,1.090909091,1.318181818,
HAW,"OMeara, Jaeger",MID,10.54545455,3.363636364,10.95454545,0.227272727,0.409090909,0,4.136363636,0.727272727,1.409090909,
HAW,"Shiels, Liam",MID,11.09090909,4.227272727,9.090909091,0.227272727,0.181818182,0,4.5,0.727272727,1.409090909,
HAW,"Worpel, James",MID,10.54545455,2.454545455,8.818181818,0.454545455,0.363636364,0,3.727272727,0.681818182,1.227272727,
HAW,"Hardwick, Blake",DEF,14.18181818,4.909090909,4.818181818,0,0.090909091,0,1.863636364,1,0.454545455,
HAW,"Scrimshaw, Jack",DEF,11.31818182,5.772727273,7.409090909,0.181818182,0.090909091,0,1.318181818,0.363636364,0.136363636,
HAW,"Phillips, Tom",FWD,10.95454545,4.227272727,7.5,0.590909091,0.227272727,0,2.136363636,1.045454545,0.272727273,
HAW,"Howe, Daniel",MID,11.31818182,4.954545455,5.636363636,0.363636364,0.227272727,0,1.818181818,0.818181818,0.772727273,
HAW,"Wingard, Chad",FWD,9.045454545,2.636363636,7.181818182,0.545454545,0.5,0,2.772727273,0.863636364,0.363636364,
HAW,"Frost, Sam",DEF,8.818181818,5.090909091,6.318181818,0,0,0.136363636,2,0.318181818,1.409090909,
HAW,"Jiath, Changkuoth",DEF,7.818181818,4.227272727,6.909090909,0,0.090909091,0,1.181818182,0.818181818,1,
HAW,"Moore, Dylan",FWD,7.272727273,3.454545455,6.681818182,1.227272727,0.5,0,2.636363636,1.227272727,0.409090909,
HAW,"Impey, Jarman",FWD,8.227272727,3.181818182,4.863636364,0.090909091,0,0,1.5,0.727272727,0.181818182,
HAW,"McEvoy, Ben",RUC,6.136363636,5.045454545,6.363636364,0.545454545,0.363636364,16.81818182,3.545454545,1.272727273,0.636363636,
HAW,"Breust, Luke",FWD,5.5,2.136363636,5.318181818,1.5,0.5,0,2.818181818,0.545454545,0.590909091,
HAW,"Morrison, Harry",MID,5.636363636,3.045454545,4.863636364,0.318181818,0.090909091,0,1.545454545,0.318181818,0.636363636,
HAW,"OBrien, Tim",FWD,6.681818182,4.090909091,3.272727273,0.545454545,0.227272727,0.545454545,1.454545455,0.818181818,0.727272727,
HAW,"Hartigan, Kyle",DEF,4.818181818,3,4.318181818,0,0,0.090909091,0.727272727,0.681818182,1.272727273,
HAW,"Bramble, Lachlan",DEF,5.409090909,2,2.909090909,0.045454545,0.136363636,0,0.909090909,0.318181818,0.136363636,
HAW,"Ceglar, Jonathon",RUC,3.045454545,2.409090909,5.136363636,0.090909091,0.090909091,11.31818182,1.181818182,0.454545455,0.727272727,
HAW,"Koschitzke, Jacob",FWD,4.454545455,3.5,2.954545455,1.227272727,0.863636364,0.045454545,1.681818182,0.590909091,0.318181818,
HAW,"Lewis, Mitch",FWD,4.136363636,3.045454545,2.318181818,1,0.409090909,1.318181818,1.272727273,0.590909091,0.454545455,
HAW,"Nash, Conor",FWD,2.318181818,1.181818182,2.681818182,0.090909091,0.045454545,0,1.045454545,0.136363636,0.454545455,
HAW,"Day, Will",DEF,2.5,1.136363636,2,0,0,0,0.363636364,0.227272727,0.318181818,
HAW,"Brockman, Tyler",FWD,2.363636364,1.227272727,2.090909091,0.454545455,0.181818182,0,1.045454545,0.090909091,0.272727273,
HAW,"Newcombe, Jai",MID,1.454545455,0.772727273,1.363636364,0.045454545,0.045454545,0,1.772727273,0.181818182,0.363636364,
HAW,"Reeves, Ned",RUC,0.863636364,0.363636364,1.318181818,0.045454545,0,5.954545455,0.909090909,0.227272727,0.227272727,
HAW,"Grainger-Barras, Denver",DEF,1.136363636,0.772727273,0.545454545,0,0,0,0.5,0.136363636,0.090909091,
HAW,"Jeka, Emerson",FWD,0.590909091,0.318181818,0.590909091,0.090909091,0.090909091,0,0.181818182,0.045454545,0,
HAW,"Maginness, Finn",MID,0.227272727,0.045454545,0.454545455,0,0,0,0.227272727,0.045454545,0.045454545,
HAW,"Downie, Connor",MID,0.272727273,0.090909091,0.272727273,0,0,0,0,0,0,
HAW,"Gunston, Jack",FWD,0.272727273,0.045454545,0.045454545,0,0,0,0.090909091,0,0,
MEL,"Oliver, Clayton",MID,16.27272727,4.045454545,19.59090909,0.5,0.818181818,0,6.181818182,1.954545455,2.090909091,
MEL,"Petracca, Christian",MID,18.59090909,5.727272727,14.59090909,1.318181818,0.863636364,0,4.681818182,1.045454545,1.318181818,
MEL,"Salem, Christian",DEF,18.40909091,6.590909091,9.227272727,0.136363636,0.090909091,0,2.636363636,0.636363636,0.818181818,
MEL,"Langdon, Ed",MID,14.31818182,5.909090909,9.5,0.590909091,0.409090909,0,2.045454545,0.681818182,0.363636364,
MEL,"Gawn, Max",RUC,14.36363636,5.954545455,6.681818182,0.727272727,0.772727273,36.54545455,3.227272727,1.5,1.545454545,
MEL,"Brayshaw, Angus",MID,12.45454545,4.772727273,8.454545455,0.136363636,0.318181818,0,2.772727273,0.545454545,0.863636364,
MEL,"Neal-Bullen, Alex",MID,11.59090909,3.636363636,6.954545455,0.681818182,0.5,0,5.045454545,1.363636364,0.863636364,
MEL,"May, Steven",DEF,15.40909091,5.681818182,2.772727273,0,0.090909091,0,1.090909091,0.636363636,0.772727273,
MEL,"Lever, Jake",DEF,11,6.181818182,6.681818182,0,0.045454545,0,2,1.045454545,1.045454545,
MEL,"Rivers, Trent",DEF,10.95454545,4.590909091,6.227272727,0.045454545,0.045454545,0,1.772727273,0.318181818,0.636363636,
MEL,"Harmes, James",MID,6.909090909,2.363636364,10.09090909,0.318181818,0.454545455,0,4.272727273,0.909090909,1.090909091,
MEL,"Jordon, James",MID,8.090909091,2.909090909,8.409090909,0.272727273,0.272727273,0,4.409090909,0.818181818,0.409090909,
MEL,"Viney, Jack",MID,7.363636364,1.681818182,7.863636364,0.181818182,0.318181818,0,4.818181818,1.363636364,0.818181818,
MEL,"McDonald, Tom",FWD,9.863636364,5.545454545,4.772727273,1.5,1,1.363636364,2.318181818,1,1.181818182,
MEL,"Jackson, Luke",RUC,4.863636364,3.272727273,9.136363636,0.727272727,0.409090909,11.59090909,2.181818182,1.090909091,0.5,
MEL,"Pickett, Kysaiah",FWD,8.772727273,2.681818182,4.681818182,1.818181818,1.272727273,0,3.954545455,0.909090909,0.954545455,
MEL,"Spargo, Charlie",FWD,8.863636364,3.818181818,4.181818182,0.818181818,0.727272727,0,2.681818182,1.181818182,0.727272727,
MEL,"Hunt, Jayden",FWD,8.136363636,2.909090909,4.318181818,0.090909091,0.136363636,0,2.227272727,0.727272727,0.863636364,
MEL,"Fritsch, Bayley",FWD,8.636363636,5.272727273,2.454545455,2.681818182,1.090909091,0,2.136363636,0.818181818,0.954545455,
MEL,"Hibberd, Michael",DEF,5.772727273,2.636363636,4.545454545,0,0,0,1.590909091,0.727272727,0.454545455,
MEL,"Sparrow, Tom",FWD,4.636363636,1.818181818,3.818181818,0.318181818,0.181818182,0,2.590909091,0.590909091,0.681818182,
MEL,"Petty, Harry",DEF,4.863636364,3.090909091,2.454545455,0,0,0,1.409090909,0.5,0.772727273,
MEL,"Brown, Ben",DEF,4.636363636,3.136363636,1.090909091,1.136363636,0.590909091,0.590909091,0.909090909,0.5,0.272727273,
MEL,"Bowey, Jake",DEF,2.772727273,1.045454545,2.636363636,0,0,0,0.227272727,0.045454545,0.318181818,
MEL,"Melksham, Jake",FWD,2.636363636,1.136363636,2.227272727,0.363636364,0.181818182,0,0.818181818,0.136363636,0.454545455,
MEL,"Tomlinson, Adam",MID,2.772727273,1.727272727,1.045454545,0,0,0,0.409090909,0.090909091,0.272727273,
MEL,"Weideman, Sam",FWD,0.863636364,0.727272727,0.954545455,0.136363636,0.181818182,0.045454545,0.409090909,0.136363636,0.045454545,
MEL,"Vandenberg, Aaron",MID,0.818181818,0.136363636,0.409090909,0,0,0,0.363636364,0,0.181818182,
NM,"Simpkin, Jy",MID,14.77272727,4.363636364,12.13636364,0.090909091,0.227272727,0,3.818181818,1.545454545,1.272727273,
NM,"Hall, Aaron",DEF,19.22727273,6.818181818,6.136363636,0.090909091,0.272727273,0,2.045454545,0.363636364,0.181818182,
NM,"Ziebell, Jack",DEF,19.36363636,7.045454545,4.727272727,0.090909091,0,0,1.818181818,0.772727273,0.636363636,
NM,"Davies-Uniacke, Luke",MID,10.40909091,4.409090909,9.590909091,0.272727273,0.545454545,0,2.909090909,0.5,1.227272727,
NM,"Cunnington, Ben",MID,9.227272727,2.818181818,9.045454545,0.409090909,0.363636364,0,3.363636364,1.363636364,1.409090909,
NM,"Thomas, Tarryn",FWD,10.59090909,4.363636364,6.772727273,1.090909091,0.772727273,0,3.272727273,1.318181818,0.863636364,
NM,"Stephenson, Jaidyn",FWD,11.31818182,4.954545455,5.409090909,0.772727273,0.863636364,0,2.181818182,0.727272727,0.454545455,
NM,"Atley, Shaun",MID,8.636363636,4.863636364,7,0.045454545,0.045454545,0,1.181818182,0.636363636,0.318181818,
NM,"Goldstein, Todd",RUC,7.272727273,3.636363636,7,0.545454545,0.181818182,29.77272727,1.909090909,1.590909091,1.136363636,
NM,"Turner, Kayne",FWD,6.090909091,3.136363636,5.727272727,0.090909091,0.181818182,0,2.681818182,1.590909091,0.681818182,
NM,"Walker, Josh",DEF,6.954545455,5.181818182,4.681818182,0.136363636,0.045454545,0.681818182,1,0.454545455,0.409090909,
NM,"Dumont, Trent",MID,7.636363636,3.409090909,3.727272727,0,0,0,1.181818182,0.227272727,0.272727273,
NM,"Taylor, Curtis",FWD,7,3.590909091,4.363636364,0.318181818,0.227272727,0,1.818181818,0.590909091,0.590909091,
NM,"Zurhaar, Cameron",FWD,7.409090909,3.409090909,3.272727273,1.409090909,1.045454545,0,2.636363636,0.863636364,1.227272727,
NM,"Mahony, Jack",FWD,5.272727273,2.409090909,4.727272727,0.409090909,0.181818182,0,2.772727273,0.636363636,0.590909091,
NM,"Powell, Tom",MID,4.863636364,2.136363636,5,0.181818182,0.090909091,0,2.181818182,0.318181818,0.318181818,
NM,"Scott, Bailey",FWD,5.045454545,2.363636364,4.818181818,0.363636364,0.227272727,0,1.454545455,0.227272727,0.318181818,
NM,"Larkey, Nick",FWD,5.590909091,3.818181818,3.954545455,1.909090909,0.681818182,1.363636364,1.227272727,1.454545455,0.545454545,
NM,"McKay, Ben",DEF,4.5,4.318181818,5.045454545,0,0,0,1.409090909,0.636363636,0.772727273,
NM,"McDonald, Luke",DEF,5.181818182,2.590909091,3.409090909,0,0.090909091,0,1.272727273,0.090909091,0.454545455,
NM,"Young, Lachie",DEF,4.909090909,2.636363636,2.727272727,0,0.090909091,0,1.045454545,0.590909091,0.727272727,
NM,"Phillips, Will",MID,3.227272727,1.409090909,3.681818182,0.136363636,0.181818182,0,1.5,0.318181818,0.227272727,
NM,"Tarrant, Robbie",DEF,4.727272727,3.045454545,1.863636364,0,0,0,0.454545455,0.318181818,0.636363636,
NM,"Anderson, Jed",MID,2.954545455,1,3.045454545,0.181818182,0.045454545,0,1.818181818,0.227272727,0.409090909,
NM,"Bonar, Aiden",DEF,3.272727273,1.636363636,1.590909091,0,0,0,0.727272727,0.181818182,0.363636364,
PORT,"Wines, Ollie",MID,16.45454545,4.545454545,18.86363636,0.454545455,0.681818182,0,4.772727273,1.5,0.863636364,
PORT,"Boak, Travis",MID,13.86363636,3.045454545,15.22727273,0.363636364,0.818181818,0,5,1.681818182,1.136363636,
PORT,"Amon, Karl",MID,16.81818182,6.409090909,8.909090909,0.5,0.772727273,0,4.454545455,0.727272727,1.045454545,
PORT,"Houston, Dan",DEF,14.22727273,5,7.636363636,0.318181818,0.272727273,0,2.545454545,0.454545455,0.681818182,
