Team,Player,Pos,Kicks,Marks,Handball,Goal,Behind,Hit-Out,Tackles,FreeFor,FreeAgainst,FantasyPoints
GWS,"Sproule, Zach",FWD,55,27,31,11,5,14,26,9,15,
GWS,"Riccardi, Jake",FWD,44,24,37,2,1,2,3,2,1,
GWS,"Keeffe, Lachlan",DEF,57,37,22,1,0,19,16,4,5,
GWS,"Briggs, Kieren",RUC,23,9,26,2,0,85,22,8,6,
GWS,"Peatling, James",DEF,27,15,15,0,0,0,6,4,4,
HAW,"Mitchell, Tom",MID,321,98,433,8,5,0,105,24,29,
HAW,"OMeara, Jaeger",MID,232,74,241,5,9,0,91,16,31,
HAW,"Shiels, Liam",MID,244,93,200,5,4,0,99,16,31,
HAW,"Worpel, James",MID,232,54,194,10,8,0,82,15,27,
HAW,"Hardwick, Blake",DEF,312,108,106,0,2,0,41,22,10,
HAW,"Scrimshaw, Jack",DEF,249,127,163,4,2,0,29,8,3,
HAW,"Phillips, Tom",MID,241,93,165,13,5,0,47,23,6,
HAW,"Howe, Daniel",MID,249,109,124,8,5,0,40,18,17,
HAW,"Wingard, Chad",FWD,199,58,158,12,11,0,61,19,8,
HAW,"Frost, Sam",DEF,194,112,139,0,0,3,44,7,31,
HAW,"Jiath, Changkuoth",DEF,172,93,152,0,2,0,26,18,22,
HAW,"Moore, Dylan",FWD,160,76,147,27,11,0,58,27,9,
HAW,"Impey, Jarman",FWD,181,70,107,2,0,0,33,16,4,
HAW,"McEvoy, Ben",RUC,135,111,140,12,8,370,78,28,14,
HAW,"Breust, Luke",FWD,121,47,117,33,11,0,62,12,13,
HAW,"Morrison, Harry",FWD,124,67,107,7,2,0,34,7,14,
HAW,"OBrien, Tim",FWD,147,90,72,12,5,12,32,18,16,
HAW,"Hartigan, Kyle",DEF,106,66,95,0,0,2,16,15,28,
HAW,"Bramble, Lachlan",DEF,119,44,64,1,3,0,20,7,3,
HAW,"Ceglar, Jonathon",RUC,67,53,113,2,2,249,26,10,16,
HAW,"Koschitzke, Jacob",FWD,98,77,65,27,19,1,37,13,7,
HAW,"Lewis, Mitch",FWD,91,67,51,22,9,29,28,13,10,
HAW,"Day, Will",DEF,55,25,44,0,0,0,8,5,7,
HAW,"Brockman, Tyler",FWD,52,27,46,10,4,0,23,2,6,
HAW,"Greaves, Damon",FWD,48,16,26,1,0,0,12,6,2,
HAW,"Newcombe, Jai",MID,32,17,30,1,1,0,39,4,8,
HAW,"Grainger-Barras, Denver",DEF,25,17,12,0,0,0,11,3,2,
HAW,"Jeka, Emerson",FWD,13,7,13,2,2,0,4,1,0,
HAW,"Maginness, Finn",MID,5,1,10,0,0,0,5,1,1,
HAW,"Downie, Connor",MID,6,2,6,0,0,0,0,0,0,
HAW,"Gunston, Jack",FWD,6,1,1,0,0,0,2,0,0,
MEL,"Oliver, Clayton",MID,358,89,431,11,18,0,136,43,46,
MEL,"Petracca, Christian",MID,409,126,321,29,19,0,103,23,29,
MEL,"Salem, Christian",DEF,405,145,203,3,2,0,58,14,18,
MEL,"Langdon, Ed",MID,315,130,209,13,9,0,45,15,8,
MEL,"Gawn, Max",RUC,316,131,147,16,17,804,71,33,34,
MEL,"Brayshaw, Angus",MID,274,105,186,3,7,0,61,12,19,
MEL,"Neal-Bullen, Alex",FWD,255,80,153,15,11,0,111,30,19,
MEL,"May, Steven",DEF,339,125,61,0,2,0,24,14,17,
MEL,"Lever, Jake",DEF,242,136,147,0,1,0,44,23,23,
MEL,"Rivers, Trent",DEF,241,101,137,1,1,0,39,7,14,
MEL,"Harmes, James",MID,152,52,222,7,10,0,94,20,24,
MEL,"Jordon, James",MID,178,64,185,6,6,0,97,18,9,
MEL,"Viney, Jack",MID,162,37,173,4,7,0,106,30,18,
MEL,"McDonald, Tom",FWD,217,122,105,33,22,30,51,22,26,
MEL,"Jackson, Luke",RUC,107,72,201,16,9,255,48,24,11,
MEL,"Pickett, Kysaiah",FWD,193,59,103,40,28,0,87,20,21,
MEL,"Spargo, Charlie",FWD,195,84,92,18,16,0,59,26,16,
MEL,"Hunt, Jayden",DEF,179,64,95,2,3,0,49,16,19,
MEL,"Fritsch, Bayley",FWD,190,116,54,59,24,0,47,18,21,
MEL,"Hibberd, Michael",DEF,127,58,100,0,0,0,35,16,10,
MEL,"Sparrow, Tom",FWD,102,40,84,7,4,0,57,13,15,
MEL,"Petty, Harry",DEF,107,68,54,0,0,0,31,11,17,
MEL,"Brown, Ben",FWD,102,69,24,25,13,13,20,11,6,
MEL,"Bowey, Jake",DEF,61,23,58,0,0,0,5,1,7,
MEL,"Melksham, Jake",FWD,58,25,49,8,4,0,18,3,10,
MEL,"Tomlinson, Adam",DEF,61,38,23,0,0,0,9,2,6,
MEL,"Weideman, Sam",FWD,19,16,21,3,4,1,9,3,1,
MEL,"Baker, Oskar",MID,12,5,3,0,0,0,4,0,0,
MEL,"Chandler, Kade",FWD,1,0,3,0,0,0,2,0,2,
NM,"Simpkin, Jy",MID,325,96,267,2,5,0,84,34,28,
NM,"Hall, Aaron",DEF,423,150,135,2,6,0,45,8,4,
NM,"Ziebell, Jack",DEF,426,155,104,2,0,0,40,17,14,
NM,"Davies-Uniacke, Luke",MID,229,97,211,6,12,0,64,11,27,
NM,"Cunnington, Ben",MID,203,62,199,9,8,0,74,30,31,
NM,"Thomas, Tarryn",FWD,233,96,149,24,17,0,72,29,19,
NM,"Stephenson, Jaidyn",FWD,249,109,119,17,19,0,48,16,10,
NM,"Goldstein, Todd",RUC,160,80,154,12,4,655,42,35,25,
NM,"Turner, Kayne",DEF,134,69,126,2,4,0,59,35,15,
NM,"Walker, Josh",DEF,153,114,103,3,1,15,22,10,9,
NM,"Dumont, Trent",MID,168,75,82,0,0,0,26,5,6,
NM,"Taylor, Curtis",FWD,154,79,96,7,5,0,40,13,13,
NM,"Zurhaar, Cameron",FWD,163,75,72,31,23,0,58,19,27,
NM,"Mahony, Jack",FWD,116,53,104,9,4,0,61,14,13,
NM,"Powell, Tom",FWD,107,47,110,4,2,0,48,7,7,
NM,"Scott, Bailey",FWD,111,52,106,8,5,0,32,5,7,
NM,"Larkey, Nick",FWD,123,84,87,42,15,30,27,32,12,
NM,"McKay, Ben",DEF,99,95,111,0,0,0,31,14,17,
NM,"McDonald, Luke",DEF,114,57,75,0,2,0,28,2,10,
NM,"Young, Lachie",DEF,108,58,60,0,2,0,23,13,16,
NM,"Phillips, Will",FWD,71,31,81,3,4,0,33,7,5,
NM,"Tarrant, Robbie",DEF,104,67,41,0,0,0,10,7,14,
NM,"Anderson, Jed",FWD,65,22,67,4,1,0,40,5,9,
NM,"Bonar, Aiden",DEF,72,36,35,0,0,0,16,4,8,
NM,"Polec, Jared",MID,48,17,15,0,2,0,10,3,5,
PORT,"Wines, Ollie",MID,362,100,415,10,15,0,105,33,19,
PORT,"Boak, Travis",MID,305,67,335,8,18,0,110,37,25,
PORT,"Amon, Karl",MID,370,141,196,11,17,0,98,16,23,
PORT,"Houston, Dan",DEF,313,110,168,7,6,0,56,10,15,
PORT,"Byrne-Jones, Darcy",DEF,301,104,179,0,2,0,66,26,12,
PORT,"Burton, Ryan",DEF,320,133,113,0,1,0,61,14,23,
PORT,"Drew, Willem",MID,177,52,247,4,4,0,164,21,30,
PORT,"Aliir, Aliir",DEF,268,156,100,0,1,5,37,25,20,
PORT,"Jonas, Tom",DEF,260,133,94,0,0,0,37,21,19,
PORT,"Rozee, Connor",FWD,176,71,159,21,13,0,60,25,14,
PORT,"Bergman, Miles",MID,199,101,126,7,7,0,42,16,5,
PORT,"Gray, Robbie",FWD,157,67,161,20,8,0,48,16,14,
PORT,"Motlop, Steven",FWD,169,81,128,13,8,0,47,13,11,
PORT,"Dixon, Charlie",FWD,178,97,117,48,24,104,50,39,27,
PORT,"Lycett, Scott",RUC,140,56,154,6,6,520,77,27,38,
PORT,"Bonner, Riley",DEF,206,67,73,2,1,0,16,5,9,
PORT,"Ladhams, Peter",FWD,129,58,102,13,5,228,40,24,20,
PORT,"Butters, Zak",FWD,111,50,114,8,2,0,42,12,12,
PORT,"Powell-Pepper, Sam",FWD,115,39,104,10,8,0,61,13,18,
PORT,"Marshall, Todd",FWD,159,85,55,24,12,5,27,18,8,
PORT,"McKenzie, Trent",DEF,183,84,30,1,0,0,24,6,7,
PORT,"Georgiades, Mitch",FWD,134,93,76,32,17,0,37,14,31,
PORT,"Duursma, Xavier",MID,111,52,96,3,3,0,29,13,9,
PORT,"Fantasia, Orazio",FWD,126,48,52,28,23,0,30,10,6,
PORT,"Clurey, Tom",DEF,103,61,37,0,0,0,12,5,8,
PORT,"Farrell, Kane",FWD,67,23,55,4,3,0,24,1,11,
PORT,"Jones, Lachie",DEF,44,22,37,1,0,0,9,4,5,
PORT,"Frederick, Martin",FWD,33,17,42,1,0,0,10,5,5,
RICH,"Short, Jayden",DEF,411,134,131,1,2,0,39,17,8,
RICH,"Baker, Liam",DEF,238,88,208,7,8,0,61,12,33,
RICH,"Graham, Jack",MID,220,56,198,11,7,0,122,21,27,
RICH,"Bolton, Shai",FWD,208,82,185,23,20,0,55,13,26,
RICH,"Martin, Dustin",FWD,200,46,161,19,7,0,36,9,12,
RICH,"Cotchin, Trent",MID,206,53,147,2,0,0,57,17,13,
RICH,"Edwards, Shane",MID,149,47,145,8,3,0,36,6,13,
RICH,"Grimes, Dylan",FWD,159,118,127,0,0,0,47,23,20,
RICH,"Pickett, Marlion",MID,119,63,163,2,4,16,62,11,34,
RICH,"Lambert, Kane",FWD,137,54,131,6,4,0,40,8,13,
RICH,"Nankervis, Toby",RUC,114,49,153,1,5,360,57,22,28,
RICH,"McIntosh, Kamdyn",MID,182,69,81,1,4,0,41,13,19,
RICH,"Rioli, Daniel",FWD,120,54,127,9,6,0,46,20,11,
RICH,"Castagna, Jason",FWD,120,85,126,17,13,0,41,13,3,
RICH,"Riewoldt, Jack",FWD,187,107,53,51,29,0,38,12,24,
RICH,"Broad, Nathan",DEF,159,89,70,0,0,0,17,7,5,
RICH,"Aarts, Jake",FWD,122,53,100,18,12,0,53,20,27,
RICH,"Vlastuin, Nick",DEF,155,82,63,0,1,0,27,9,14,
RICH,"Prestia, Dion",MID,93,29,107,1,3,0,37,17,8,
RICH,"Lynch, Tom",FWD,130,87,69,35,33,24,28,17,24,
RICH,"Balta, Noah",DEF,129,65,54,2,1,14,18,7,10,
RICH,"Ross, Jack",MID,77,43,82,2,0,0,22,5,5,
RICH,"Mansell, Rhyan",DEF,91,35,53,1,0,0,29,13,14,
RICH,"Collier-Dawkins, Riley",MID,58,21,74,3,0,0,32,5,9,
RICH,"Stack, Sydney",DEF,60,36,57,2,1,0,17,5,5,
RICH,"Caddy, Josh",MID,68,36,45,2,5,0,11,4,3,
RICH,"Chol, Mabior",RUC,59,31,41,7,4,123,25,8,8,
RICH,"Coleman-Jones, Callum",FWD,38,30,46,11,4,61,13,7,8,
RICH,"Parker, Matthew",FWD,47,18,32,3,3,0,29,1,6,
RICH,"Dow, Thomson",MID,29,16,37,0,2,0,5,1,2,
RICH,"Rioli, Maurice",FWD,7,1,2,2,0,0,4,1,1,
STK,"Steele, Jack",MID,311,103,331,13,8,0,185,43,32,
STK,"Crouch, Brad",MID,248,56,279,7,5,0,109,23,24,
STK,"Sinclair, Jack",MID,281,102,162,3,2,0,48,9,10,
STK,"Hill, Bradley",MID,279,86,155,3,1,0,50,6,21,
STK,"Ross, Sebastian",MID,225,91,195,5,8,0,61,12,12,
STK,"Billings, Jack",MID,218,113,143,14,14,0,35,14,10,
STK,"Wilkie, Callum",DEF,248,126,85,0,1,0,39,17,25,
STK,"Howard, Dougal",DEF,256,102,68,0,1,1,25,14,15,
STK,"Webster, Jimmy",DEF,205,93,117,1,0,0,29,12,9,
STK,"Membrey, Tim",FWD,227,151,85,34,26,12,22,18,10,
STK,"Jones, Zak",MID,163,49,141,4,2,0,57,17,13,
STK,"Dunstan, Luke",MID,169,51,134,1,4,0,59,18,19,
STK,"Higgins, Jack",FWD,161,79,131,27,16,0,42,20,12,
STK,"Clark, Hunter",DEF,154,53,95,2,1,0,40,8,16,
STK,"Butler, Dan",FWD,170,43,78,18,17,0,82,18,20,
STK,"Byrnes, Ryan",FWD,131,76,116,6,1,0,29,9,1,
STK,"Coffield, Nick",DEF,159,89,69,1,1,0,25,18,10,
STK,"Marshall, Rowan",RUC,137,63,66,9,5,241,39,18,13,
STK,"King, Max",FWD,126,90,67,38,30,11,16,18,14,
STK,"Battle, Josh",FWD,113,61,73,3,7,2,46,13,11,
STK,"McKenzie, Daniel",MID,105,56,75,5,0,0,20,6,12,
STK,"Highmore, Tom",DEF,97,66,75,0,0,0,31,10,13,
STK,"Bytel, Jack",MID,70,18,79,2,1,0,55,8,8,
STK,"Long, Ben",FWD,94,52,49,2,9,0,35,10,16,
STK,"Ryder, Paddy",RUC,82,37,36,5,1,362,30,9,17,
STK,"Kent, Dean",FWD,56,35,40,5,6,0,22,3,7,
STK,"Wood, Mason",FWD,51,30,41,7,2,0,24,3,7,
STK,"Gresham, Jade",FWD,42,12,21,1,0,0,6,0,5,
STK,"Hannebery, Dan",MID,18,4,22,0,0,0,3,1,2,
SYD,"Parker, Luke",MID,298,87,343,15,8,0,106,39,35,
SYD,"Lloyd, Jake",DEF,404,124,210,1,1,0,40,14,18,
SYD,"Dawson, Jordan",DEF,354,126,159,9,7,0,68,22,23,
SYD,"Kennedy, Josh",MID,220,76,285,4,6,0,100,19,13,
SYD,"Mills, Callum",MID,256,107,239,6,1,0,95,22,11,
SYD,"Florent, Oliver",MID,273,93,163,9,6,0,50,18,19,
SYD,"McInerney, Justin",MID,229,113,150,7,2,1,23,21,19,
SYD,"Hewett, George",MID,160,74,216,0,0,0,71,12,15,
SYD,"Rampe, Dane",DEF,248,123,113,0,1,0,34,14,24,
SYD,"Hickey, Tom",RUC,193,60,154,10,7,506,45,25,38,
SYD,"Cunningham, Harry",DEF,229,108,113,0,0,0,55,13,14,
SYD,"Heeney, Isaac",FWD,222,119,111,36,21,1,41,22,16,
SYD,"Papley, Tom",FWD,230,89,83,43,27,0,34,21,22,
SYD,"McCartin, Tom",DEF,196,111,101,0,0,0,23,17,16,
SYD,"Gulden, Errol",FWD,195,82,87,14,11,0,52,24,14,
SYD,"Rowbottom, James",MID,152,35,110,6,3,0,105,12,14,
SYD,"Wicks, Sam",FWD,143,65,102,17,18,0,89,17,24,
SYD,"Warner, Chad",MID,135,31,81,8,5,0,48,6,17,
SYD,"Blakey, Nick",DEF,138,65,75,3,6,12,28,7,6,
SYD,"Franklin, Lance",FWD,157,81,56,51,24,0,46,24,34,
SYD,"Hayward, Will",FWD,134,81,74,28,15,0,60,15,18,
SYD,"Fox, Robbie",DEF,95,40,87,0,0,1,28,5,7,
SYD,"Campbell, Braeden",DEF,71,26,41,1,2,0,11,4,3,
SYD,"Reid, Sam",FWD,62,45,47,6,6,78,28,14,6,
SYD,"McLean, Hayden",RUC,67,53,35,11,6,30,23,5,5,
SYD,"Melican, Lewis",DEF,53,30,23,0,0,0,5,5,3,
SYD,"Bell, James",FWD,38,24,37,2,2,0,25,7,5,
SYD,"McDonald, Logan",FWD,38,22,21,9,5,0,6,8,3,
SYD,"Stephens, Dylan",MID,30,20,29,1,1,0,8,1,8,
SYD,"Amartey, Joel",RUC,38,16,17,5,3,49,23,4,7,
SYD,"ORiordan, Colin",DEF,30,13,15,0,0,0,6,3,0,
SYD,"Sinclair, Callum",RUC,19,10,21,1,0,99,11,6,3,
WCE,"Sheed, Dom",MID,320,108,259,9,6,0,51,27,26,
WCE,"Gaff, Andrew",MID,343,140,234,3,1,0,35,16,16,
WCE,"Kelly, Tim",MID,245,62,209,6,8,0,64,13,17,
WCE,"Redden, Jack",MID,208,104,235,3,1,0,71,20,13,
WCE,"Naitanui, Nic",RUC,154,34,181,3,7,687,65,30,17,
WCE,"Hurn, Shannon",DEF,260,103,67,0,0,0,24,9,5,
WCE,"Cripps, Jamie",FWD,205,82,109,26,26,0,86,17,20,
WCE,"Rotham, Josh",DEF,232,161,73,0,1,0,18,13,17,
WCE,"Cole, Tom",DEF,203,105,98,0,0,0,44,14,24,
WCE,"Darling, Jack",FWD,176,123,91,42,19,16,53,29,25,
WCE,"Duggan, Liam",DEF,188,94,77,0,0,0,30,4,9,
WCE,"Yeo, Elliot",MID,150,27,114,3,7,0,63,20,20,
WCE,"McGovern, Jeremy",DEF,196,111,50,0,0,9,15,17,9,
WCE,"Nelson, Jackson",DEF,176,76,57,0,1,0,26,4,7,
WCE,"Barrass, Tom",DEF,168,117,53,0,0,1,10,14,6,
WCE,"Allen, Oscar",FWD,154,99,58,28,16,31,39,20,19,
WCE,"Witherden, Alex",DEF,166,59,34,1,0,0,18,4,12,
WCE,"Langdon, Zac",FWD,81,55,101,6,7,0,35,6,14,
WCE,"Kennedy, Josh",FWD,131,89,47,41,21,2,21,14,16,
WCE,"Petruccelle, Jack",FWD,108,59,69,16,8,0,27,5,13,
WCE,"Waterman, Jake",FWD,129,89,44,13,8,0,27,12,7,
WCE,"Brander, Jarrod",FWD,108,53,60,5,6,0,11,5,3,
WCE,"Shuey, Luke",MID,104,23,56,0,1,0,30,18,7,
WCE,"Ryan, Liam",FWD,116,55,28,24,10,0,21,11,9,
WCE,"Edwards, Harry",DEF,75,53,28,0,0,0,20,6,6,
WCE,"Jones, Jamaine",FWD,64,21,37,11,3,0,47,11,6,
WCE,"Edwards, Luke",MID,57,26,43,0,1,0,10,5,4,
WCE,"ONeill, Xavier",MID,47,16,37,1,1,0,15,4,2,
WCE,"Foley, Luke",DEF,53,23,21,1,0,0,7,0,3,
WCE,"West, Connor",MID,35,16,28,1,4,0,13,4,7,
WCE,"Williams, Bailey",RUC,23,15,12,3,3,50,8,1,7,
WCE,"Winder, Isiah",FWD,2,1,3,1,0,0,1,1,0,
WB,"Macrae, Jack",MID,435,102,445,6,4,1,128,44,26,
WB,"Bontempelli, Marcus",MID,396,104,299,31,19,8,127,41,37,
WB,"Daniel, Caleb",DEF,364,100,267,7,1,0,58,18,12,
WB,"Dale, Bailey",DEF,447,100,176,9,0,0,26,10,12,
WB,"Smith, Bailey",MID,354,97,259,17,13,0,87,21,19,
WB,"Liberatore, Tom",MID,285,65,313,14,12,0,135,35,26,
WB,"Hunter, Lachie",MID,326,125,220,10,7,0,60,34,9,
WB,"Duryea, Taylor",DEF,281,132,156,1,0,0,48,22,15,
WB,"Treloar, Adam",MID,186,50,209,13,9,0,73,11,16,
WB,"Williams, Bailey",DEF,247,104,136,1,2,0,53,10,12,
WB,"Dunkley, Josh",FWD,129,56,220,5,8,0,78,15,7,
WB,"English, Tim",RUC,164,103,126,19,15,341,63,28,24,
WB,"Naughton, Aaron",FWD,186,153,94,47,40,2,39,21,16,
WB,"Keath, Alex",DEF,161,110,117,0,1,13,43,20,18,
WB,"Johannisen, Jason",DEF,152,67,99,15,12,0,41,9,7,
WB,"Bruce, Josh",FWD,138,100,83,48,21,28,26,13,26,
WB,"Cordy, Zaine",DEF,126,67,57,0,0,5,38,18,12,
WB,"Scott, Anthony",FWD,88,33,95,10,8,0,35,17,5,
WB,"Wood, Easton",DEF,111,70,65,2,0,0,22,9,12,
WB,"Hannan, Mitch",FWD,114,59,53,14,13,6,51,11,8,
WB,"Smith, Roarke",FWD,79,29,88,3,4,0,34,4,7,
WB,"Weightman, Cody",FWD,120,48,40,26,13,0,30,25,9,
WB,"Crozier, Hayden",DEF,111,59,48,0,0,0,14,6,4,
WB,"Lipinski, Patrick",MID,74,39,79,2,1,0,22,2,5,
WB,"McNeil, Lachlan",FWD,60,21,51,7,8,0,24,7,7,
WB,"Garcia, Riley",MID,57,14,46,4,3,0,17,6,8,
WB,"Young, Lewis",RUC,47,24,52,1,1,71,14,9,7,
WB,"Vandermeer, Laitham",FWD,46,24,50,6,8,0,26,6,9,
WB,"Schache, Josh",FWD,67,41,27,5,4,5,11,5,6,
WB,"Martin, Stefan",RUC,29,11,64,1,0,154,17,9,20,
WB,"Richards, Ed",DEF,43,16,25,1,0,0,9,4,5,
WB,"Wallis, Mitch",FWD,28,20,33,4,2,0,10,5,3,
WB,"Gardner, Ryan",DEF,37,20,18,0,0,0,5,5,9,
WB,"Sweet, Jordon",RUC,21,12,22,1,2,99,19,8,10,
WB,"McLean, Toby",FWD,17,9,25,2,2,0,13,3,1,
WB,"Ugle-Hagan, Jamarra",FWD,25,14,10,7,2,0,8,3,2,
WB,"West, Rhylee",MID,6,2,3,0,2,0,3,0,5,
