PLAYER,K,H,M,T,FF,FA,HO,G,B,GA,D,ED,IED,I50,R50,CL,SP,CP,UCP,CM,FD,CS
James Worpel,11.6,9.7,2.7,4.1,0.8,1.4,0,0.5,0.4,0.4,21.3,14.2,7.2,3.8,1.1,4.2,0.5,8.5,12.5,0.1,-0.6,4.1
Liam Duggan,13.4,5.6,6.7,2.1,0.3,0.6,0,0,0,0.4,19,14.3,4.7,2.4,2.8,0.5,1.4,5.2,14.3,0.1,-0.4,2.2
Jack Graham,10,9,2.5,5.5,1,1.2,0,0.5,0.3,0.7,19,14.2,4.8,3.9,1,1.8,0.2,6,13.5,0,-0.3,3
Will Snelling,7.9,9.9,3.8,4.8,1.1,0.5,0,0.6,0.3,0.5,17.8,13.8,4,2.5,1.3,1.4,0.3,5.5,12.5,0,0.6,2.3
Lachie Ash,12.6,6,5.6,3.1,0.2,0.5,0,0.1,0.1,0.1,18.6,14.3,4.3,2,3.2,0.6,1.1,4.1,12.8,0.2,-0.3,2.1
Shai Bolton,10.4,9.3,4.1,2.8,0.7,1.3,0,1.2,1,1,19.7,14,5.7,4.8,0.3,3.6,0.2,8.4,11.6,0.6,-0.7,3.6
Rhys Stanley,8.1,7.3,3.9,1.7,1.4,1.1,19.4,0.4,0.3,0.1,15.3,10.9,4.4,2.6,0.6,3.6,3.1,7.4,7.6,0.9,0.3,2.8
Kane Lambert,10.5,10.1,4.2,3.1,0.6,1,0,0.5,0.3,0.8,20.6,14.1,6.5,3.4,0.9,1,0.4,5.5,14.5,0.1,-0.4,3.2
Tim Membrey,10.8,4,7.2,1,0.9,0.5,0.6,1.6,1.2,0.7,14.9,10.2,4.6,3.1,0.4,0.1,2,5.7,9.3,1.5,0.4,2.7
Mitch Robinson,13.5,5.6,4.6,2.9,1.4,1.2,0,0.3,0.4,0.5,19.1,12.7,6.4,4.1,2.8,2.3,0.9,6.4,12.1,0.2,0.2,3.9
Oscar McInerney,6.6,6.1,2.4,2.2,1.8,1.2,28.6,0.3,0.2,0.1,12.7,7.6,5.1,2.4,1.9,5.3,3,9.8,3.7,1.1,0.5,3.4
Darcy Byrne-Jones,12.6,7.6,4.2,2.8,1.1,0.5,0,0,0.1,0.3,20.3,14.4,5.9,2.5,2.7,1,1.2,5.6,13.8,0.2,0.6,2.8
Brandan Parfitt,10.2,9.2,1.6,5.7,1.5,1.3,0,0.4,0.2,0.5,19.4,12.8,6.6,3.4,0.7,3.2,0.1,7.9,11.7,0,0.2,3.1
Jye Caldwell,9,7,3,6,2,0,0,0,0.5,0.5,16,11,5,2.5,0.5,3,1,8,8,0.5,2,2.5
Jonathon Ceglar,5.6,9.4,4.4,2.2,0.8,1.3,20.9,0.2,0.2,0.1,15,11.8,3.2,1.9,1.1,4,2.8,9.3,6.7,1.6,-0.5,2.2
Josh Caddy,11.3,7.5,6,1.8,0.7,0.5,0,0.3,0.8,0.3,18.8,13.5,5.3,2.5,1.3,1,1,5,13.5,0,0.2,2.2
Zak Butters,9.3,10.3,4.2,3.3,1.1,1.2,0,0.7,0.2,0.8,19.6,15.7,3.9,1.9,0.8,2.7,0.4,7.5,11.5,0.2,-0.1,3.2
Isaac Heeney,10.6,5.1,5.7,2,1.1,0.8,0.1,1.6,1,0.8,15.6,10.4,5.3,3.2,0.4,0.8,0.9,6.2,9.7,0.9,0.4,2.4
Nick Vlastuin,12.9,5.3,6.8,2.3,0.8,1.2,0,0,0.1,0.3,18.2,15.3,2.8,1,5.3,0.3,2.8,4.6,11.1,0.6,-0.4,2.8
Trent Cotchin,12.1,8.6,3.1,3.4,1,0.8,0,0.1,0,0.1,20.8,13.2,7.5,3.4,1.6,4,0.4,9.4,11.5,0.1,0.2,3.6
James Rowbottom,9.6,6.9,2.3,6.4,0.8,0.9,0,0.4,0.1,0.3,16.5,11.6,4.9,2.8,1.3,2.7,0.2,7.1,9.1,0,-0.1,3.5
Tom Hawkins,8.6,4.9,5.3,2,0.5,1.5,3.9,2.5,1.5,0.9,13.5,9,4.5,1.5,0.1,1,0.7,6.8,7.2,1.4,-1,3
Willem Drew,7.5,10.9,2.1,6.6,0.8,1.2,0,0.2,0.1,0.4,18.4,13.5,4.9,2.7,0.7,4.3,0.4,9.5,9,0.2,-0.4,2.6
Andrew Phillips,5.3,5,4,3.8,1.3,1.3,20.7,0.7,0.2,0.2,10.3,8.5,1.8,1.8,0.8,2.7,2.3,5.2,6.2,1,0,1.7
Taylor Walker,9.1,4.2,5.3,1.4,1.2,1.2,2.4,2.8,1.7,0.7,13.3,8.5,4.8,2.4,0.1,1,0.8,7.9,5.7,1.9,-0.1,2.7
Paddy Ryder,6.8,3,3.1,2.5,0.8,1.4,30,0.4,0.1,0.2,9.8,6.5,3.3,2.4,0.4,2.4,2.4,6,3.8,1.3,-0.7,2.5
John Noble,11.8,6.8,5.2,2.6,1,0.6,0,0.1,0,0.2,18.6,14.8,3.8,1.7,2.9,0.5,0.5,4.4,14.2,0.1,0.4,2.4
Tom McDonald,10,4.8,5.5,2.4,1.1,1.2,1.5,1.5,1.1,1.1,14.8,10,4.8,3,0.4,0.4,1.6,6.4,8.9,1.4,-0.1,2.7
Jamie Elliott,9.8,5.6,4.7,2.5,0.8,1.2,0,1.9,0.6,0.5,15.4,10.4,5,3.2,0.4,1.2,0.5,6.5,8.9,0.5,-0.4,3.7
Jacob Weitering,13.7,2.7,7.6,1.4,0.8,0.6,0.1,0,0,0,16.4,13,3.4,0.7,6.3,0.2,8,6.3,8.7,1.7,0.2,2.4
Kieran Strachan,6.5,8,3.5,1.5,0,3,29.5,0,1,0,14.5,11,3.5,2.5,0.5,2.5,3,7,9,1,-3,4.5
Ryan Burton,13.1,4.7,5.5,2.6,0.6,1,0,0,0,0.2,17.8,13.3,4.5,1.8,4.2,0.7,1.5,4.9,10.8,0.5,-0.4,2.6
Jeremy Howe,12.3,5.1,5.8,2.4,0.8,0.6,0,0.1,0,0.1,17.4,14.5,2.9,0.5,4.3,0,1.8,4,10.8,0.8,0.1,2.1
Darcy Moore,11.8,5.2,8.2,0.9,0.7,1.2,0,0.3,0.1,0.3,17,14.6,2.4,1,4.1,0.1,5.1,5.7,9.5,1.9,-0.5,2.5
Tom Phillips,11,7.5,4.2,2.1,1,0.3,0,0.6,0.2,0.2,18.5,13.3,5.1,2,1.5,1.5,0.2,5.8,12.7,0.3,0.8,2.2
Jade Gresham,14,7,4,2,0,1.7,0,0.3,0,1,21,15,6,6.3,0.3,5,0,5.7,12.7,0.3,-1.7,4.7
Oskar Baker,12,3,5,4,0,0,0,0,0,0,15,10,5,6,1,2,0,3,12,0,0,2
Liam Baker,10.8,9.5,4,2.8,0.5,1.5,0,0.3,0.4,0.5,20.3,13.5,6.8,3,1.8,1.5,1.5,8.1,12.6,0.2,-1,3.6
Zac Bailey,11.4,7.2,3.3,2.8,0.8,2,0,1.3,0.7,0.7,18.6,12.9,5.7,4.2,1,2.9,0.5,7.7,11.1,0.1,-1.2,4
Peter Ladhams,7.8,6.1,3.6,2.5,1.4,1.1,13.4,0.8,0.3,0.4,13.9,9.7,4.2,2.4,0.6,2.1,1.5,7.2,6.6,1.2,0.3,2.9
Hunter Clark,11.8,7.3,4.1,3.1,0.6,1.2,0,0.2,0.1,0.3,19.2,14,5.2,1.7,1.9,1.5,0.5,6.5,12.5,0.1,-0.6,3
Oliver Florent,12,7.1,4.3,2.1,0.7,0.8,0,0.4,0.2,0.3,19.1,14,5,3.4,1.9,2.2,0.5,6,13.4,0.2,-0.1,2.8
Steven May,15.6,2.9,5.8,1.2,0.7,0.9,0,0,0.1,0.1,18.4,15.8,2.7,0.9,6.4,0.3,6,4.2,8.7,1.2,-0.2,2.8
Errol Gulden,10.7,5.1,4.5,2.9,1.4,0.6,0,0.8,0.6,1,15.8,11.3,4.5,3.8,0.7,1.1,0.5,5.7,10,0.2,0.8,2.6
Robbie Gray,8.8,9.1,3.8,2.6,0.9,0.7,0,1.2,0.3,1,17.9,12.8,5.1,2.4,0.5,3.1,0.2,7.9,10.1,0.4,0.2,2.5
Oleg Markov,11.4,5.3,6.3,2.2,0.4,0.3,0,0.1,0.2,0.2,16.6,12.7,3.9,1.8,3.1,0.2,1.9,4.6,11.8,0.4,0.1,1.9
Changkuoth Jiath,10.8,9.5,5.8,1.6,1.1,1.4,0,0,0.1,0.2,20.3,16.4,3.9,2.3,3.2,0.8,3.1,6,15,0.4,-0.3,3.1
Wil Powell,11.8,6,5.2,2.5,1,0.6,0,0,0,0.1,17.8,14.4,3.4,1.1,4.6,0.5,3.1,5.4,10.3,0.5,0.3,2.3
Joe Daniher,11.1,3.5,5,1,1.3,1.4,2.2,2,1.4,0.4,14.6,9.3,5.3,3.6,0.3,1,0.8,6.1,8.4,1.1,-0.1,2.9
Xavier Duursma,10.6,8,4.7,2.4,1.3,1,0,0.3,0.3,0,18.6,14.4,4.1,3.4,1,1.2,0.3,5.7,13.1,0.2,0.3,3.6
Jeremy McGovern,13.1,3.3,7.4,1,1.1,0.6,0.6,0,0,0.1,16.4,13.9,2.5,0.7,5.2,0.2,5.7,5.3,9.3,1.7,0.5,1.9
Will Hoskin-Elliott,10.7,5.1,6.2,2.3,0.3,0.7,0,0.7,0.1,0.7,15.7,11.6,4.1,2.9,1,0.8,1,4.4,11.5,0.5,-0.4,2.4
Mark Blicavs,6.9,7.2,4.1,3,1.4,0.9,12.3,0.2,0,0.1,14.1,11.2,3,1.8,1.3,2.7,3.8,7,7.6,0.6,0.5,2.1
Tom Green,8.1,12.4,3.1,3.1,1,0.9,0.1,0.4,0.4,0.2,20.5,14.5,6,2.4,0.9,4.4,0.3,10.2,10.8,0.2,0.1,3
Josh Rotham,12.2,3.8,8.5,0.9,0.7,0.9,0,0,0.1,0.1,16.1,14,2.1,1,3.3,0.1,2.9,4.1,12.7,0.7,-0.2,2.1
Zac Williams,14.4,4.5,3.9,1.9,0.8,1,0,0.4,0.3,0.4,18.9,14.1,4.7,3.4,3.4,1.9,0.6,6.5,11.1,0.2,-0.2,2.6
Taylor Duryea,11.5,6.3,5.6,2,0.9,0.5,0,0,0,0.2,17.9,15.2,2.6,2.1,3,0.5,2.1,4.2,12.2,0.4,0.3,1.7
Josh Daicos,10.2,8.8,2.8,3.1,1.1,0.8,0,0.5,0.5,0.2,18.9,13.4,5.5,2.3,1.5,2.5,0,6.1,13,0.1,0.3,2.8
Trent McKenzie,13.8,2.3,6.4,1.8,0.5,0.6,0,0.1,0,0,16.1,13.6,2.5,0.8,5.7,0.2,3.7,4.5,8,1.3,-0.1,1.7
Brad Sheppard,11,6.4,6.5,1.6,0.6,0.3,0,0,0,0.1,17.4,13.8,3.6,1,2.5,0.3,2.5,4.3,13,0.5,0.4,1.6
Bradley Hill,12.7,7,3.9,2.3,0.3,1,0,0.1,0,0.4,19.7,15.6,4.1,2.9,2.7,0.8,0.8,3.4,15.6,0,-0.7,3
Alex Neal-Bullen,10,5.5,3,4.5,1.3,0.9,0,0.6,0.4,0.7,15.5,9.8,5.7,4,0.7,1.9,0.3,6.6,9.4,0.1,0.4,3
Jamie Cripps,9.3,5,3.7,3.9,0.8,0.9,0,1.2,1.2,0.6,14.3,9,5.3,3.2,0.2,1.1,0.5,5.5,9.5,0.1,-0.1,2.5
Jeremy Sharp,12.6,5.8,5.9,0.8,0.7,0.4,0,0.2,0.3,0,18.3,13.4,4.9,2.4,2.7,0.9,0.6,4,14.3,0.3,0.2,2.1
Rory Lobb,8.3,4.6,5.7,1.2,1,0.4,4.2,1.5,1.5,0.5,12.9,7.8,5.2,2,0.6,1.1,1.8,6.2,6.8,2,0.6,3.1
Lance Franklin,8.7,3,4.5,2.7,1.4,1.9,0,2.8,1.4,0.6,11.7,7.8,3.9,3,0.1,0.1,0.8,6.2,6.2,2,-0.5,3
Matt Flynn,4.6,7.3,3.9,2.5,1.3,0.8,18.5,0.4,0.2,0.2,11.9,9,2.9,1.3,0.9,2.1,2.2,8.3,4.4,2.1,0.6,1.9
Lachlan Bramble,11.9,6.4,4.4,2,0.7,0.3,0,0.1,0.3,0.7,18.3,14.6,3.7,3.8,3.2,0.5,1,3.6,13.1,0.2,0.4,1.7
Dylan Moore,8,7.4,3.8,2.9,1.4,0.5,0,1.4,0.6,0.7,15.4,11.7,3.7,2.2,0.4,0.5,0.5,5.6,9.9,0.3,0.9,1.6
Nick Haynes,11.9,5.7,7.2,0.7,0.7,0.7,0,0,0.1,0.1,17.6,13.6,4.1,1.3,3.5,0.3,3.9,4.7,12.9,0.8,0,2.7
Trent Dumont,12,5.9,5.4,1.9,0.4,0.4,0,0,0,0.2,17.9,12.9,4.9,2.9,2.7,1.5,0.9,4.1,14.1,0.1,-0.1,2.5
Dane Rampe,12.5,5.4,6.3,1.5,0.7,1.2,0,0,0.1,0.1,17.9,15.2,2.7,1.5,4.7,0.2,3.5,3.9,13.2,0.5,-0.5,2.7
Harry McKay,8.1,1.6,5.9,1.4,1.4,0.9,0.3,3.1,1.7,0.3,9.7,6.3,3.5,1.4,0.1,0.1,1.2,5.5,4.6,2.6,0.5,2.3
Marc Pittonet,5.2,6.2,2,2.2,1.3,1.8,29.2,0.4,0.4,0.2,11.3,7.2,4.1,1.9,1.2,4,2,7.5,4.4,0.3,-0.5,3.2
James Jordon,8.1,8.7,2.9,4.5,0.9,0.4,0,0.3,0.3,0.2,16.9,12.1,4.8,2.1,1.2,1.4,0.3,5.7,11.4,0,0.4,2.3
Mitch Brown,8,2,6,3,1,1,0,2,2,0,10,8,2,0,0,0,1,3,8,1,0,1
Isaac Quaynor,11.1,7.1,4.8,2.3,0.9,0.7,0,0.1,0.1,0.1,18.1,13.8,4.3,1.6,4,0.5,2.8,5.8,12.3,0.6,0.3,2.6
Adam Saad,14.1,5.1,3.3,1.8,0.7,0.5,0,0.1,0.3,0.4,19.3,14.6,4.6,3.4,4.4,0.7,2.1,5.3,11.4,0.3,0.2,2.2
Jesse Hogan,8.1,5,6.1,1.1,0.8,0.9,0,2.3,0.9,0.6,13.1,8.1,5,1.6,0,0,1.3,6.1,7.5,1.6,-0.1,3.3
Tom Atkins,9.8,8,4.2,3.6,0.5,1.2,0,0,0.1,0.2,17.8,13.4,4.5,1.5,2,1.3,0.7,6.9,11.8,0.3,-0.7,3
Jack Darling,8,4.1,5.6,2.4,1.3,1.1,0.7,1.9,0.9,0.5,12.1,8.3,3.8,2.5,0.1,0.2,1,6.6,6.1,2,0.2,2.7
Ben Ainsworth,11,4.4,5.3,2.1,0.8,0.8,0,0.7,1.1,0.8,15.4,10.2,5.2,2.9,0.5,0.7,0.1,4.8,10.6,0.2,0,2.9
James Aish,10.7,8.1,4.2,2.3,0.6,0.6,0,0,0.4,0.2,18.8,13.5,5.4,3,2.5,1.6,1.4,5.1,13.5,0.2,0,2.5
Justin McInerney,11.2,7.1,5.6,1.2,1,0.9,0,0.4,0.1,0.5,18.3,14.6,3.7,3.1,1.5,0.9,1,5.2,14.2,0.2,0.1,2.1
Harry Schoenberg,10.5,8,2.8,3.5,0.7,1.5,0,0.5,0.4,0.4,18.4,12.4,6,3.5,1.2,3.1,0,7.5,11.2,0,-0.7,3.6
Peter Wright,7.3,4.7,4.5,1.8,1.6,1.1,9.8,1.5,0.7,0.4,12,8.9,3.1,1.3,0.9,1.1,2.5,6.5,5.9,1.6,0.5,2.5
Darcy Cameron,8.2,4,5.5,1.8,1.1,0.8,6.7,1.2,0.5,0.3,12.2,9,3.2,1.6,0.4,1.6,1.1,7.2,5.4,2.2,0.3,1.6
Chad Warner,10.9,6.2,2.4,4,0.3,1.3,0,0.7,0.4,0.6,17.1,11,6.1,4.3,1,2.5,0.2,7.2,10.4,0.2,-1,3.1
Jack Higgins,8.5,6.9,4.2,2.2,1.1,0.6,0,1.4,0.8,0.4,15.4,10.6,4.8,2.7,0.1,0.4,0.3,6.3,9,0.5,0.4,2.2
Ned Reeves,3.8,5.8,1.6,4,1,1,26,0.2,0,0.2,9.6,7.2,2.4,0.8,1.2,2.2,5,6.2,3.8,0.8,0,1.2
Hayden Young,10.6,5.3,5.6,2.4,0.9,0.3,0,0,0,0.1,15.9,12.8,3.1,1.6,3.5,0.6,2,4.5,11,0.6,0.6,2.5
Will Day,11,8.8,5,1.6,1,1.4,0,0,0,0,19.8,15.6,4.2,2,3.6,0.8,1.6,5.6,13,0.4,-0.4,3.4
Callum Sinclair,4.8,5.3,2.5,2.8,1.5,0.8,24.8,0.3,0,1.3,10,8,2,1,0,3,3.5,6.8,5,0.3,0.8,3
Harry Cunningham,11.1,5.5,5.2,2.7,0.7,0.7,0,0,0,0.1,16.5,13.5,3.1,1.3,2.9,0.3,1.4,4.1,11.8,0.1,-0.1,1.7
Riley Bonner,13.7,5.3,4.5,1.2,0.4,0.7,0,0.1,0.1,0.5,18.9,14.5,4.4,2.2,3.1,0.4,0.8,3.4,14.1,0,-0.3,2.5
Tom Powell,8.2,8.5,3.6,3.8,0.5,0.5,0,0.3,0.2,0.5,16.7,12.2,4.5,2.8,1.4,1.7,0.1,5.3,11.4,0.1,0,1.6
Charlie Dixon,7.4,5,4,2,1.7,1.1,4.3,2.1,1,0.5,12.5,8.7,3.8,1.6,0.1,1,1.8,8.9,4.2,2.5,0.5,3.3
Steven Motlop,9.2,7.1,4.4,2.5,0.8,0.6,0,0.6,0.5,0.5,16.2,12.2,4.1,2,0.6,0.4,0.3,4.5,11.9,0.2,0.1,2.2
Luke McDonald,10.4,6.8,5.2,2.5,0.2,0.9,0,0,0.2,0.3,17.2,12.8,4.4,2.4,2.4,0.7,1.6,4.5,12.2,0.5,-0.7,3
Sydney Stack,8.6,8.1,5.1,2.4,0.7,0.7,0,0.3,0.1,0.4,16.7,13.4,3.3,1.9,2.6,0.3,0.9,5.3,11.7,0.6,0,3
Connor Rozee,8.5,7.3,3.3,2.7,1.1,0.5,0,1.1,0.7,0.7,15.8,11.5,4.3,2.9,0.6,1.1,0.6,6.3,9.5,0.2,0.5,2.1
Mason Redman,11.1,6.4,4.6,1.9,0.5,0.8,0,0.3,0.1,0.1,17.6,14.6,3,1.7,3.9,0.2,1.1,4,11.3,0.5,-0.3,2
Nathan Broad,11.4,5,6.4,1.2,0.5,0.3,0,0,0,0.1,16.4,13.8,2.6,1.5,3.4,0.1,3.9,4.7,11.3,0.8,0.2,1.8
Harris Andrews,9.9,5.5,8.1,1.2,0.8,1.2,0,0,0,0,15.4,13.1,2.3,0.6,3.3,0.1,8.3,6.7,9,2,-0.4,2.1
Bailey Williams,10.7,6.4,4.5,2.5,0.4,0.5,0,0.1,0.1,0.2,17.1,13.7,3.3,1.9,3.7,0.4,2.9,4.6,12.2,0.4,-0.1,1.7
Lachlan Sholl,11.6,7,4.3,1.2,0.4,0.3,0,0.2,0.4,0.3,18.6,13.6,4.9,2.7,2.1,1.3,0.3,4.6,13.7,0.2,0.1,1.9
Cooper Sharman,6.8,4.3,4.8,2,0,0.3,1,2.5,1,0.5,11,7.3,3.8,1.5,0,0.5,0.3,4.5,6,1.8,-0.3,1.8
Lachie Fogarty,8.7,6.7,3.6,3.9,1,0.7,0,0.4,0.4,0.4,15.4,10.4,5,2.7,0.7,1.6,0.3,6.1,9.2,0.1,0.3,2.3
Nick Bryan,5,7,3,3,1,1,19,0,0,0,12,10,2,0,1,4,2,5,7,0,0,2
Harry Morrison,8.9,7.6,4.8,2.5,0.5,1,0,0.5,0.1,0.4,16.5,13.1,3.4,1.8,1.6,1.4,0.4,4.6,11.9,0.2,-0.5,2.5
Aaron Naughton,7.7,3.7,6.3,1.3,0.9,0.7,0.1,1.9,1.8,0.4,11.4,7,4.4,1.9,0,0.1,0.9,5.9,6,2.4,0.1,1.8
Angus Brayshaw,10.5,7.2,4.2,2.3,0.4,0.9,0,0.1,0.3,0.4,17.8,12.2,5.6,2.5,1.4,1.3,1,6.6,11.2,0.3,-0.5,3.3
Aliir Aliir,11.1,4.3,6.5,1.6,1,0.9,0.2,0,0,0,15.4,13,2.5,0.8,3.9,0.2,5.5,6.4,8.1,2,0.1,2
Blake Acres,10.2,7.7,3.7,2.5,0.7,1,0.6,0.1,0,0.3,17.9,12.9,5,3.2,1.9,1.5,0.9,5.9,12,0.1,-0.3,2.8
Jake Waterman,9.2,3.1,6.4,1.9,0.8,0.5,0,0.9,0.6,0.4,12.4,9.1,3.2,1.9,0.8,0.3,0.6,3.1,9.6,0.4,0.3,1.9
Jack Henry,9,5.2,6.3,1.9,0.6,0.3,0.5,0.3,0.1,0.2,14.2,12.1,2,1.3,2.1,0.2,4.7,5.3,8.8,1.1,0.3,1
Darcy Macpherson,8.9,5.5,4.5,3.9,0.8,0.9,0,0.1,0.5,0.2,14.4,9.4,5,2.2,0.5,1.2,0.5,5.5,8.4,0.4,-0.1,2.6
Jack Newnes,9.9,6.5,4.9,1.8,1.1,0.6,0,0.2,0.5,0.1,16.4,12.3,4.1,2.2,1.5,1.4,0.7,5.2,11.2,0.2,0.4,2.2
Daniel Lloyd,9.1,4.1,4.4,3,0.5,1.2,0,1.3,0.4,0.4,13.2,9.4,3.9,3.2,0.6,0.5,0.6,4.3,8.8,0.3,-0.7,3.1
Dean Kent,8,5.7,5,3.1,0.4,1,0,0.7,0.9,0.6,13.7,9.3,4.4,4.1,0.4,0.1,0.3,3.1,10.7,0.3,-0.6,2.7
Sam Taylor,8.8,6.2,6.3,2,1.2,0.4,0,0,0,0,15,11.7,3.3,0.5,3.6,0.2,7.3,7.3,8.4,1.4,0.8,2
Hayden Crozier,11.1,4.8,5.9,1.4,0.6,0.4,0,0,0,0.2,15.9,12.6,3.3,1.2,3,0.1,2.8,4.4,11.3,0.4,0.2,1.4
Jeremy Cameron,8.1,4.2,4,1.1,1.3,0.9,0,2.8,1,0.7,12.3,8.3,3.9,2.5,0,0.3,0.8,5.1,7.7,0.8,0.3,1.3
Nick Holman,6.9,5.9,4.2,4.5,0.9,0.9,0,0.6,0.3,0.5,12.8,9,3.8,2.2,0.5,0.8,0.4,5.4,7.5,0.6,0,2
Daniel McStay,6.7,3.9,4.9,3.2,1.1,0.5,0.4,1.6,0.6,0.6,10.6,8.1,2.6,2.2,0,0.4,1.2,5.2,5.8,2.1,0.6,1.3
Shane Edwards,9.3,9.1,2.9,2.3,0.4,0.8,0,0.5,0.2,0.4,18.4,12.9,5.4,2.6,1.8,2.9,0.5,7.1,10.9,0.1,-0.4,2.7
Tom Papley,9.9,3.6,3.9,1.5,1,1,0,1.9,1.2,1,13.5,8,5.5,3,0.1,1.2,0.1,5.6,7.8,0.1,0,2.6
Patrick Lipinski,8.2,8.8,4.3,2.4,0.2,0.6,0,0.2,0.1,0.4,17,14.1,2.9,2.2,1.9,1.4,0.3,4.1,13.2,0.1,-0.3,1.8
Mitch McGovern,8.4,2.8,4.8,2.6,1.4,0,0,1.2,0.8,0.2,11.2,7.6,3.6,3.2,0.6,0,0.4,3.4,7.8,1,1.4,1.2
Devon Smith,7.7,6.5,3.5,3.8,0.5,1.2,0,0.8,1,0.7,14.2,9.4,4.8,2.4,0.2,1.1,0.3,4.9,9.4,0.2,-0.6,2.6
Toby McLean,5.7,8.3,3,4.3,1,0.3,0,0.7,0.7,0.7,14,9.7,4.3,1.7,0.3,1.7,0.3,5,10,0,0.7,2
Kieren Briggs,4.6,5.2,1.8,4.4,1.6,1.2,17,0.4,0,0,9.8,6,3.8,1.4,1,3,2,8.2,2.6,1,0.4,2.6
Gryan Miers,8.9,6.9,4,1.6,0.8,0.3,0,0.9,0.4,0.3,15.8,10.1,5.8,2.6,0.3,0.7,0.3,4.8,11.5,0.1,0.4,2.4
Aidan Corr,9.5,6.5,4.5,2.5,0.5,0.5,0,0,0.5,0,16,12.5,3.5,1,4.5,0.5,4,5.5,8.5,0.5,0,2
Orazio Fantasia,8.7,3.8,3.5,2,0.8,0.4,0,1.8,1.6,0.5,12.5,7.2,5.4,3.5,0.1,0.5,0.2,4.1,8.4,0.1,0.4,1.6
Miles Bergman,9.3,5.9,4.7,2.1,0.8,0.3,0,0.4,0.3,0.2,15.2,11.1,4.1,1.6,1.5,0.6,0.9,4.7,10.5,0.2,0.5,2.3
Jack Riewoldt,8.5,2.4,4.9,1.7,0.5,1.1,0,2.3,1.3,0.8,10.9,6,4.9,2.3,0,0.2,0.8,4.7,5.9,1.2,-0.5,3
Kysaiah Pickett,8,4.4,2.5,3.7,0.9,0.8,0,1.6,1.2,0.4,12.4,7.6,4.8,2.6,0.4,1,0.1,6,6.3,0.1,0,2.6
Lincoln McCarthy,7.9,5,3.2,3.3,1.2,1.1,0,1.5,0.6,0.9,12.9,8.5,4.4,2.5,0.3,1.1,0.7,6.6,6.4,0.6,0,2.4
