PLAYER,K,H,M,T,FF,FA,HO,G,B,GA,D,ED,IED,I50,R50,CL,SP,CP,UCP,CM,FD,CS
Sam Reid,6.2,4.7,4.5,2.8,1.4,0.6,7.7,0.6,0.6,0.8,10.9,7.9,3,1.8,0.3,1.4,2.7,6,4.9,1.5,0.8,1.8
Tom Doedee,9.7,6.9,4.8,2.2,0.9,1,0,0,0,0,16.6,13.3,3.3,1,4.3,0.3,5.7,6.8,8.7,1.4,-0.1,2.6
George Hewett,7.7,10.2,3.5,2.9,0.6,0.7,0,0,0,0.3,17.9,14.2,3.7,1.5,1.5,2.2,0.6,6.7,11.5,0.2,-0.2,1.8
Mason Wood,7.3,5.9,4.3,3.4,0.4,1,0,1,0.3,0.3,13.1,9.1,4,2.3,0.6,0.3,0.7,4.4,9.1,0,-0.6,2
Brody Mihocek,8.5,2.4,5.9,1.7,0.8,0.9,0,1.6,1.6,0.3,10.9,6.8,4.1,2.7,0,0.1,0.4,4.4,6,1.4,-0.1,2.5
Sam Powell-Pepper,7.9,6.9,2.6,4.3,0.9,1.2,0,0.6,0.5,0.5,14.8,10.1,4.6,3.8,0.3,1.6,0.2,6.4,8.4,0.1,-0.3,2.9
Harry Himmelberg,8.4,4.5,4.7,1.9,1,0.9,0.2,1.5,0.8,1.2,12.9,8.6,4.3,2.2,0.2,0.2,1.4,6.2,7.2,1.2,0.1,3
Jake Kelly,10.7,4.8,5.1,2.1,1.1,0.9,0,0,0,0,15.5,13,2.5,1,3.2,0.2,3,4.6,10,0.6,0.2,2.2
Jack Silvagni,8.7,4.7,4.7,2.5,0.9,0.8,1.1,0.6,0.9,0.6,13.3,9.2,4.1,3.1,0.3,0.8,0.8,4.2,9,0.5,0.1,2.1
Caleb Poulter,9.7,5.3,5,2,0.8,0.5,0,0.2,0.5,0.2,15,10.9,4.1,2.1,1.3,0.6,0.5,4.5,10.6,0.1,0.3,2.3
Matthew Parker,7.8,5.3,3,4.8,0.2,1,0,0.5,0.5,0.5,13.2,9,4.2,2.7,0.3,1.5,0.7,3.8,9.2,0.2,-0.8,3.2
Callum Wilkie,11.3,3.9,5.7,1.8,0.8,1.2,0,0,0,0.1,15.1,13.2,1.9,0.6,4,0.2,4.1,4.2,10.4,0.7,-0.4,2.4
Jake Lever,9.8,5.8,5.6,1.9,0.9,1,0,0,0,0.1,15.5,12.9,2.6,1.2,4.3,0,6,7,8,1.9,-0.1,2.2
Dylan Shiel,8.3,10.4,2,2.7,0.4,1,0,0.4,0.6,0.1,18.7,14.7,4,2.6,0.6,4.3,0.1,6.4,11.6,0.1,-0.6,2.1
Alex Davies,5,11,2,6,0,2,0,0,2,0,16,8,8,3,0,2,0,14,3,1,-2,4
Ryan Byrnes,8.2,7.3,4.8,1.8,0.6,0.1,0,0.4,0.1,0.4,15.4,11.3,4.1,1.8,1.4,1.3,0.1,4.4,10.8,0.2,0.5,2.2
Lochie O'Brien,9.8,6.2,4,1.8,0.8,0.2,0,0.2,0.6,0.8,16,12.2,3.8,3.4,1.6,0.4,0.6,4.6,11.4,0,0.6,1.8
Josh Bruce,6.9,4.2,5,1.3,0.7,1.3,1.4,2.4,1.1,0.4,11.1,7.3,3.8,1.7,0.2,0.3,0.9,5.4,5.9,1.5,-0.6,3.1
Jack Martin,8.5,4.2,5.5,2.4,0.8,1,0,0.7,0.5,0.9,12.7,10.2,2.5,2.4,0.5,0.8,0.5,4.4,8.5,0.7,-0.2,1.9
Matt Taberner,8.4,2.6,5.6,0.6,1,1.1,0,2.3,1.1,0.6,11.1,7.1,3.9,1.8,0.1,0.1,0.6,4.6,6.6,1.5,-0.1,2.8
Tom Barrass,10.5,3.3,7.3,0.6,0.9,0.4,0.1,0,0,0,13.8,11.7,2.1,0.9,2.5,0.1,7.4,4.9,8.9,1.8,0.5,1.4
Will Hayward,7,3.9,4.2,3.3,0.8,1,0,1.6,0.7,0.6,10.9,7.7,3.2,1.5,0.1,0.3,0.7,4.8,6.1,0.8,-0.2,2.7
Charlie Cameron,8,2.6,4,2.1,0.8,0.8,0,2.1,1.4,0.5,10.7,7,3.7,1.7,0.2,0.6,0.2,4.5,6.3,0.4,0,1.8
Tom Cutler,10.2,5.5,4.8,1.2,0.5,0,0,0.1,0.2,0.5,15.7,12.1,3.6,1.8,2.7,0.3,0.9,3.6,11.6,0.1,0.5,1.2
Luke Jackson,4.5,8.5,3,2,1,0.5,10.2,0.7,0.3,0.2,13,9.9,3.1,1.3,0.3,1.5,0.8,6.5,6.8,0.9,0.5,1.9
Cameron Zurhaar,8.2,3.6,3.8,2.9,1,1.4,0,1.6,1.2,0.4,11.8,7.8,4,2.4,0.3,0.9,0.4,4.6,7.4,0.7,-0.4,3.2
Tom J. Lynch,7.2,3.8,4.8,1.6,0.9,1.3,1.4,1.9,1.8,0.8,11.1,6.9,4.2,2.5,0,0.4,1.5,6.3,5.4,1.7,-0.4,3.1
Deven Robertson,7.1,6.3,3.4,4.3,0.7,0.6,0,0.3,0.1,0.3,13.5,9.4,4.1,1.7,0.6,1.2,0.8,6.1,7.7,0.3,0.1,2.3
Jimmy Webster,10.3,5.9,4.7,1.5,0.6,0.5,0,0.1,0,0,16.1,12.6,3.5,0.9,3.6,0.5,2.4,4.8,10.4,0.3,0.2,1.8
Charlie Ballard,10.8,2.9,6.7,1.2,1,0.8,0,0,0,0,13.7,11.5,2.2,0.6,2.4,0.2,4.7,4.7,9,1,0.2,2.2
Jarrod Brander,9.8,5.5,4.8,1,0.5,0.3,0,0.5,0.5,0.4,15.3,11.5,3.8,3.1,1,0.8,0.7,4.1,11.5,0.4,0.2,1.6
Josh Battle,8.1,5.2,4.4,3.4,0.9,0.8,0.1,0.2,0.5,0.1,13.3,9.3,4,1.4,1.5,0.6,1.4,5.1,8.2,0.4,0.1,2.1
Nathan Wilson,12.9,3.9,4.1,0.9,0.7,0.7,0,0,0.2,0.2,16.9,13.4,3.5,1.7,5.7,0.6,2.8,4.2,9.9,0.2,-0.1,1.9
Kamdyn McIntosh,10.7,4.8,4.1,2.4,0.8,1.1,0,0.1,0.2,0.2,15.5,10,5.5,2.8,1.9,1.1,1.1,5.8,9.9,0.1,-0.4,3.6
Michael Walters,9.2,4.8,3.9,2,1.3,0.9,0,0.9,0.7,0.6,13.9,10.2,3.8,2,0.5,1.2,0.3,5.1,9.1,0.3,0.4,2.2
Bayley Fritsch,7.6,2.4,4.7,1.9,0.7,1,0,2.2,1,0.3,10,7,3,2,0,0.1,0.6,3.5,6.6,0.6,-0.3,2.1
Max Lynch,4.5,7,2,2.5,0.5,1,20.5,0,0,1,11.5,8,3.5,2,1,1.5,3,4.5,6.5,0,-0.5,1.5
Darcy Tucker,9.5,7.5,4,1.8,0.6,0.8,0,0,0.1,0.3,17,12.6,4.4,1.8,1.4,0.8,0.9,3.9,13.6,0.1,-0.1,2.6
Marcus Adams,10.1,4.4,5.7,1.7,0.8,0.8,0,0,0,0.1,14.5,10.3,4.2,1.1,3.7,0.1,4.9,6.9,7.3,1.7,0,2.5
Sam Petrevski-Seton,10.3,4.9,4.3,2,0.5,0.5,0,0.1,0.2,0.2,15.2,11.5,3.8,1.1,1.8,0.8,0.8,4.7,10.2,0.4,0,2.2
Jack Madgen,8.8,8.1,4.8,1.1,0.6,0.3,0,0.1,0.1,0.1,16.9,13.2,3.7,0.7,2.8,0.4,2.6,5.3,11.3,0.4,0.2,2.1
Trent Bianco,9.1,4.3,4.8,1.8,0.5,0.4,0,0.6,0.5,0.3,13.4,8.8,4.5,1.6,1,0.6,0.4,3.3,10.4,0.2,0.1,2.5
Luke Breust,6.4,6.2,2.5,3.2,0.6,0.7,0,1.7,0.6,0.5,12.5,8.7,3.8,2.5,0.1,0.8,0.4,6.3,6.9,0.2,-0.1,1.9
Tom Highmore,8.1,6.3,5.5,2.6,0.8,1.1,0,0,0,0,14.3,11.8,2.5,0.8,1.8,0.3,2.1,5,8.7,1,-0.3,1.9
Dougal Howard,12.2,3.2,4.9,1.2,0.7,0.7,0,0,0,0,15.4,13,2.4,0.5,5.2,0.3,8.2,3.9,7.4,0.9,0,2
Nick Coffield,9.9,4.3,5.6,1.6,1.1,0.6,0,0.1,0.1,0,14.3,11.6,2.7,0.9,2.8,0.3,1.4,3.9,10.4,0.3,0.5,1.8
Conor Nash,7.3,8.4,3.7,3.3,0.4,1.4,0,0.3,0.1,0.1,15.7,11,4.7,2.7,0.7,3.4,0.9,6,9.4,0.1,-1,3
Mark O'Connor,8.3,7.3,3.6,3.1,0.8,1,0,0.1,0,0.2,15.6,12.8,2.8,1.6,1.2,2.5,1.1,6.2,9.8,0.2,-0.2,2.3
Jordon Sweet,4.2,4.4,2.4,3.8,1.6,2,19.8,0.2,0.4,0.2,8.6,6.2,2.4,1.8,0.4,2.4,1,4.4,4.6,0.2,-0.4,3.2
Rhys Mathieson,7.5,8.1,3.3,3.4,0.8,1.2,0,0.2,0.2,0.2,15.6,10.2,5.4,2.4,1.2,3.4,0.1,6.8,8.7,0.2,-0.4,3
Tom Jonas,10.6,4,5.5,1.5,0.9,0.8,0,0,0,0.1,14.7,12.9,1.8,0.8,4.7,0.3,6,4.6,7.6,0.8,0.1,1.5
Jordan Roughead,9,4.1,6.5,1.7,0.6,0.7,0.4,0,0,0,13.2,11,2.2,0.7,3.3,0.2,6.7,4.3,8.6,0.9,-0.1,1.7
Zach Guthrie,10,3.6,4.7,2.5,0.4,0.4,0,0,0.1,0,13.6,9.9,3.7,2,1.1,0.2,1.6,3.7,9.8,0.4,0,2
Tom De Koning,6.2,3.2,3.1,2,1.2,1.2,16.8,0.5,0.3,0.1,9.5,6.2,3.3,1.2,0.6,2.2,0.8,4.7,5.2,1,0.1,2.2
Mabior Chol,5.9,4.1,3.1,2.5,0.8,0.8,12.3,0.7,0.4,0.1,10,7,3,1.7,0.7,2.1,1.4,5.4,4.9,1,0,2
Will Setterfield,9.3,6.3,4.4,2.1,0.8,1.3,0,0.1,0.8,0.3,15.5,11.5,4,2.9,0.9,2.8,0.4,6.9,9,0.1,-0.5,2.5
Matt de Boer,6,8.2,3.2,4.1,0.4,0.7,0,0.2,0.1,0.8,14.2,10.8,3.4,2.8,1,1.4,0.2,5.1,9,0.3,-0.2,2
Robbie Tarrant,10.4,4.1,6.7,1,0.7,1.3,0,0,0,0.1,14.5,12.4,2.1,0.4,3.3,0.1,4.1,3,10.8,0.5,-0.6,2.6
Jed Bews,9.3,5,5,1.8,0.8,0.6,0,0.1,0.1,0.1,14.3,10.3,4,1.4,1.6,0.7,0.8,4.2,10.3,0.1,0.2,2.5
Alex Sexton,9.3,2.8,4.8,1.2,0.8,0.4,0,1.2,0.8,0.4,12.1,8,4.1,3.3,0.3,0.3,0.4,3.6,8.4,0.1,0.4,2.1
Ben Brown,7.4,1.9,4.9,1.7,0.6,0.4,1.1,1.9,0.8,0.3,9.3,5.7,3.6,1.9,0,0.1,1.6,4.6,5,1.2,0.2,1.2
Mitch Lewis,6.5,3.6,4.8,2,0.9,0.7,2.1,1.6,0.6,0.4,10.1,7.4,2.8,1.6,0.1,0.3,1.5,5.4,5,1.8,0.2,1.6
Ethan Hughes,9.4,8,3.6,1.5,0.8,0.6,0,0,0.1,0.1,17.4,13,4.4,1.4,2.3,0.9,2.5,6,12.5,0,0.1,3.3
Josh J. Kennedy,7.3,2.6,4.9,1.2,0.8,0.9,0.1,2.3,1.2,0.8,9.9,6.4,3.4,2,0.1,0.2,0.7,4.4,6.2,1.1,-0.1,1.7
Curtis Taylor,8.6,5.4,4.4,2.2,0.7,0.7,0,0.4,0.3,0.4,13.9,9.6,4.4,1.9,0.9,0.6,0.3,4.1,10.2,0.3,0,2.9
Nick Blakey,9.2,5,4.3,1.9,0.5,0.4,0.8,0.2,0.4,0.3,14.2,10,4.2,3.1,1.6,0.4,1.8,4.1,10.1,0.4,0.1,2.3
Daniel McKenzie,8.8,6.3,4.7,1.7,0.5,0.9,0,0.4,0,0.4,15,12.5,2.5,2.2,0.7,1.3,0.8,4.5,10.4,0.2,-0.4,2.3
Josh Schache,9.5,3,5.8,1.5,1,0.8,1.3,0.3,0,0,12.5,8.8,3.8,0.8,2.8,1,2.5,5.3,7.5,1.3,0.3,2.3
Sam Flanders,6.4,6.2,3.1,4.1,1.5,0.5,0,0.3,0.3,0.4,12.6,8.9,3.7,2.7,0.3,1.3,0.1,4.7,7.6,0,0.9,1.8
Dylan Grimes,7.6,6,5.7,2.2,1.1,1,0,0,0,0.1,13.6,11.2,2.4,0.7,2.2,0.3,4.5,5.8,7.7,1,0.1,2.4
Stephen Coniglio,9,6.6,2,2.6,1.2,0.2,0,0.2,0.6,0.2,15.6,9.8,5.8,2.8,1.2,4.4,0,7.8,8.8,0,1,2
Jy Farrar,9,5.5,5.6,1.4,0.1,0.5,0,0,0,0.1,14.5,11.7,2.8,0.7,2,0,2.4,3.6,11.1,0.3,-0.4,2
Marlion Pickett,6.6,9.1,3.5,3.4,0.6,1.9,0.9,0.1,0.2,0.2,15.7,11.5,4.2,2.5,1.4,1.3,1.2,7.7,8.9,0.3,-1.3,3.9
Joel Amartey,6.3,2.8,2.7,3.8,0.7,1.2,8.2,0.8,0.5,0.2,9.2,5.7,3.5,2.5,0.5,1.8,1.2,6.2,2.8,1.5,-0.5,2.5
Sam Frost,8.8,6.4,5.1,2,0.3,1.4,0.1,0,0,0,15.2,10.8,4.4,0.6,3.6,0.3,3.7,6.2,8.4,1.3,-1.1,3.5
Trent Rivers,10,5.3,4.1,1.6,0.3,0.5,0,0,0,0,15.4,12,3.4,1.6,3.2,0.5,1.8,4.6,9.9,0.5,-0.2,1.9
Dan Hannebery,9,11,2,1.5,0.5,1,0,0,0,0,20,14,6,1,1.5,5,0,9,11.5,0,-0.5,3.5
Jai Newcombe,5.3,5,2.8,6.5,0.7,1.3,0,0.2,0.2,0,10.3,8,2.3,1.7,0.8,2,0.2,3.7,7,0,-0.7,2.3
Lachie Schultz,7.4,3.6,4,2.7,1,0.9,0,1.1,0.9,0.4,11,7.3,3.8,2.1,0.2,0.2,0.7,4.5,6.4,0.4,0.1,2.3
Connor Budarick,9.5,4.5,5.5,2,0.5,1.5,0,0,0,0.5,14,12,2,1.5,2.5,0,1.5,4,10,0,-1,2
Brad Close,6.1,6.9,2.8,3.3,1.2,0.4,0,0.7,0.5,0.5,12.9,10,2.9,2.1,0.3,0.7,0.5,4.8,8.5,0.2,0.8,1.4
Tim O'Brien,8.2,4,5,1.8,1,0.9,0.7,0.7,0.3,0.4,12.2,9.2,3,1.7,1.6,0.2,3.1,4.8,7,1.4,0.1,2.2
Zac Fisher,8.5,7.4,2.3,2.4,0.5,0.9,0,0.4,0.8,0.9,15.9,10.8,5.1,2.8,0.6,1.7,0.4,6,10.6,0.3,-0.4,2.3
Callum Coleman-Jones,4.8,5.8,3.8,1.6,0.9,1,7.6,1.4,0.5,0.1,10.5,7.4,3.1,0.8,0.5,0.8,1.5,6,5.3,1.4,-0.1,1.9
Jayden Laverde,8.7,5.2,5.8,1.5,0.8,1,0,0,0,0,13.9,11.5,2.5,0.6,3.2,0.2,3,4.5,9.3,1,-0.3,2.2
Oscar Allen,7.3,2.8,4.8,1.9,1,0.9,1.5,1.3,0.8,0.5,10.1,7,3.1,1.4,0.8,0.4,2.2,4.6,5.6,1.8,0,2
Jason Castagna,6,6.3,4.3,2.1,0.7,0.2,0,0.9,0.7,0.4,12.3,8.8,3.5,1.6,0.2,0.4,0.5,3.5,8.7,0.1,0.5,1.4
Sam Draper,6.1,3.3,2.2,1.6,1.2,1.8,22.6,0.2,0.3,0.3,9.4,6.2,3.3,2.3,1.3,4.3,2.2,6.4,2.8,1.1,-0.7,3.5
Adam Kennedy,8,6.6,3.9,2.2,0.6,0.6,0,0.1,0.1,0.1,14.6,12.1,2.4,2,1.7,1.2,0.7,4.9,10,0.4,0,1.3
Cody Weightman,8.1,2.5,3.5,1.8,1.5,0.6,0,1.6,0.9,0.8,10.5,6.5,4,2.5,0.2,0.2,0.4,4.6,5.7,0.8,0.8,1.8
Gary Rohan,7.1,3.4,3.7,2,1.1,0.7,0,1.7,0.9,0.4,10.4,7.4,3,1.8,0.1,0.2,0.7,4.7,5.8,1.1,0.4,1.5
Eric Hipwood,7.4,3.2,4.9,1.3,0.8,1.1,0,1.6,1.3,0.3,10.6,6.7,3.9,2.1,0,0.1,1.8,4.1,6.6,1.1,-0.3,2.6
Quinton Narkle,6.6,9.9,2.8,1.9,0.2,0.5,0,0.3,0.3,0.2,16.5,13,3.5,2.4,0.8,3.1,0.2,6.7,10.5,0,-0.2,2.1
Sam Wicks,6.5,4.7,3,4,0.8,1,0,0.8,0.8,0.3,11.1,7.7,3.5,1.6,0.2,0.2,0.1,4.3,6.9,0.3,-0.3,2
Matthew Cottrell,9.8,3.9,3.1,2.6,0.4,0.8,0,0.3,0.2,0.2,13.8,8.3,5.5,2.3,2.1,0.7,1.4,4.3,9.3,0.2,-0.3,3.4
Andrew McPherson,9.8,5.5,3.4,1.8,0.5,0.4,0,0,0,0.3,15.3,11.9,3.3,1.3,3.4,0.4,1.5,3.5,9.4,0.3,0.1,2.3
Matt Guelfi,6.8,6.1,4.1,3,0.6,1,0,0.4,0.2,0.2,12.8,9.5,3.4,2.1,0.8,1,1.4,5.4,7.7,0.4,-0.4,2.7
Jarryn Geary,7.3,6,5,2.3,0,1.3,0,0.3,0.3,0.3,13.3,9.3,4,1,0.7,0,1.3,3.3,10,0.7,-1.3,1.7
Tom Campbell,5.4,5.7,3.9,1.6,0.8,1.6,10.8,0.7,0.1,0.2,11.1,7.8,3.3,1.3,0.2,1.7,0.8,6.8,4.6,1.1,-0.8,3.8
Liam Stocker,9.6,4.4,3.4,2.2,0.9,0.6,0,0.1,0.1,0.1,14,9.9,4.1,1.5,3.5,0.5,1.7,4.5,8.2,0.1,0.3,2.9
Riley Collier-Dawkins,6.4,8.2,2.3,3.6,0.6,1,0,0.3,0,0.1,14.7,10.3,4.3,2.3,0.3,3.3,0,6.3,9.1,0,-0.4,2.8
Max Holmes,6.4,7.6,3,3,0.1,0.3,0,0.1,1,0.4,14,9.4,4.6,2.4,0.7,1.4,0.9,5.9,8.4,0.1,-0.1,1.3
Liam Ryan,8.3,2,3.9,1.5,0.8,0.6,0,1.7,0.7,0.7,10.3,6.4,3.9,2.8,0.2,0.4,0.3,3.9,6.6,0.8,0.1,2.1
Jordan Clark,7.5,6.5,3.3,2.8,0.3,0.9,0,0.4,0.3,0.3,14,11.3,2.8,1.9,1.3,0.8,0.9,3.8,9.8,0,-0.6,2.4
Travis Colyer,8.9,3.8,3.4,2,0.3,0.4,0,0.7,0.9,0.7,12.6,8.1,4.5,2.9,0.5,0.5,0.4,4.5,8.3,0.1,-0.1,2
Tom Cole,9.2,4.5,4.8,2,0.6,1.1,0,0,0,0.2,13.7,11.4,2.3,1.1,2,0.3,2.1,3.3,10.1,0.3,-0.5,2.4
Nik Cox,7.6,5.4,4.1,2.4,0.8,1.2,0.7,0.5,0.5,0.1,13,9.9,3.1,1.9,1,1,0.6,4.6,8.8,0.4,-0.4,2.7
Oscar McDonald,8,1,3,2,3,1,0,2,1,0,9,6,3,2,0,0,2,4,5,0,2,2
Daniel Rioli,6.7,7.1,3,2.6,1.1,0.6,0,0.5,0.3,0.2,13.7,10.9,2.8,1.4,0.7,0.6,0.6,4.7,9.3,0.2,0.4,1.7
Todd Marshall,8.1,2.6,4.4,1.3,0.9,0.4,0.3,1.2,0.5,0.7,10.7,7.5,3.2,1.9,0.4,0.3,1.4,4.8,6.1,1.2,0.5,1.7
Jack Ross,7,7.5,3.9,2,0.5,0.5,0,0.2,0,0.2,14.5,10.9,3.5,2,1.2,1.1,0.7,3.9,10.6,0.1,0,1.6
Connor Idun,7.5,5,5.4,1.9,0.7,0.4,0,0,0,0,12.6,10.6,2,0.8,2.1,0.3,3.4,3.7,9.2,0.1,0.2,1
Chris Burgess,5.9,3.3,3.5,2.2,0.8,0.6,9.3,0.5,0.5,0.2,9.2,6.1,3.1,1.6,0.4,1.7,2.1,5.7,3.8,1.3,0.2,1.5
Jeremy Finlayson,8.2,2.7,3.1,1.2,1.1,0.8,1.8,1.8,0.7,0.6,10.8,7.5,3.3,2.2,0.2,1.2,1.1,4.8,5.8,0.5,0.2,2.2
Sam Collins,7.9,4.1,6.3,1.7,0.9,1.1,0,0,0,0,12.1,9.9,2.2,0.5,3.3,0.1,7.6,4.8,7.6,1.3,-0.1,2
Sam Switkowski,6.6,5.6,3,2.7,0.6,0.3,0,0.8,0.8,0.4,12.2,9,3.2,2.6,0.3,1.1,0.7,5.8,6.8,0.4,0.3,1.5
James Peatling,9,4,5,2,1.3,1.3,0,0,0,0,13,9,4,1,3.7,0.3,1.3,3.7,10,0,0,2.7
Heath Chapman,8.3,5.8,4.5,1.7,0.5,1,0,0.2,0,0,14.2,11,3.2,0.8,2.7,0,2.5,4.3,10.2,0.5,-0.5,2.5
Matt Rowell,5.5,8.6,1.8,4.1,2,1.1,0,0.2,0,0.3,14.1,10.8,3.3,1.6,0.6,3.8,0.3,8.1,6.2,0,0.9,2.3
Luke Brown,9,3.9,3.5,2.4,0.7,0.2,0,0,0,0.1,12.9,10.5,2.4,1.1,4.3,0.3,2,3.5,7.8,0.1,0.5,1.5
Hayden McLean,6.2,3.1,5.1,1.8,0.5,0.6,1.9,1.1,0.5,0.4,9.3,6.3,3,1.3,0.1,0.2,2.1,4.8,5,2,-0.1,1.9
Dan Butler,7.7,3.5,2,3.7,0.8,0.9,0,0.8,0.8,0.5,11.3,6.5,4.8,2.7,0.2,0.4,0.3,4,6.6,0,-0.1,2.5
Jack Payne,7.9,5,5.3,1.6,0.2,0.4,0,0,0,0.1,12.9,10,2.9,0.6,1.9,0,5,4.3,8.2,0.9,-0.2,1.3
Michael Hibberd,7.9,6.1,3.7,2.1,1.1,0.7,0,0,0,0,14.1,10.8,3.3,1,3.2,0.5,1.4,5,9.5,0.1,0.4,2.4
Noah Balta,9.2,3.9,4.6,1.3,0.5,0.7,1,0.1,0.1,0.1,13.1,10.6,2.5,1.1,3.1,0.4,2.9,4.3,8.1,1.4,-0.2,2.3
Max King,6.3,3.4,4.6,0.8,0.9,0.7,0.6,1.9,1.5,0.7,9.7,6.1,3.6,1.7,0.1,0.1,0.8,6.1,3.7,2.5,0.2,2.1
Jayden Hunt,9,4.8,3.2,2.5,0.8,1,0,0.1,0.2,0.1,13.7,10.1,3.7,2.8,2.3,0.6,0.9,4.1,9.4,0.2,-0.2,2.4
Charlie Spargo,7.8,3.7,3.4,2.5,1.1,0.6,0,0.6,0.6,0.7,11.5,8,3.5,2.3,0.3,0.4,0.2,4.3,7.3,0.3,0.5,1.7
Alex Keath,7.3,5.2,5,2,1,0.7,0.6,0,0,0,12.4,10.9,1.5,0.7,2.2,0.4,4.4,5.7,7.5,1,0.3,1.2
Tom McCartin,9,4.8,5,1.1,0.8,0.7,0,0,0,0,13.8,10.4,3.3,0.5,3,0.3,6.2,5.3,8.6,1.1,0.1,2.2
Nick Larkey,5.6,4,3.8,1.2,1.5,0.5,1.4,1.9,0.7,0.3,9.5,6.9,2.6,1.3,0.1,0.3,1,4.6,5.1,1.1,0.9,1.7
Bailey Scott,6.9,6.6,3.3,2,0.3,0.4,0,0.5,0.3,0.6,13.6,10.2,3.4,1.6,0.9,0.9,0.3,4.2,9.8,0.1,-0.1,2.5
Anthony McDonald-Tipungwuti,6.5,3.6,2.5,2.8,0.8,0.9,0,1.7,0.7,1,10.1,7.3,2.8,1.8,0.1,0.6,0.5,4.3,5.8,0.2,-0.1,2.1
Tom Clurey,9.4,3.4,5.5,1.1,0.5,0.7,0,0,0,0,12.7,9.8,2.9,0.2,2.5,0.1,5.3,5.1,7.5,1.5,-0.3,1.7
Jake Bowey,7.8,9.3,4,0.8,0.3,1,0,0,0,0,17,14.8,2.3,1.3,1.5,1.8,0.3,5.5,10.5,0.3,-0.8,1.5
James Rowe,6.8,6.6,2.3,1.9,1,0.5,0,0.8,0.6,0.4,13.4,9.6,3.8,1.9,0.2,0.5,0.1,5.1,8.6,0.1,0.5,1.8
Jackson Nelson,9.8,3.2,4.2,1.4,0.2,0.4,0,0,0.1,0,12.9,10.4,2.6,1.1,2.6,0.8,1,4,8.3,0.1,-0.2,1.6
Josh Walker,7.3,4.9,5.4,1.1,0.5,0.4,0.7,0.1,0,0,12.2,9.7,2.5,0.8,2.3,0.1,3.6,3.9,8.2,1,0,2.2
Josh Corbett,6.7,2.7,5.2,0.8,0.9,0.8,0.3,1.5,0.7,0.3,9.5,6.6,2.9,1.8,0,0,0.7,4.1,5.9,1.3,0.1,1.9
Mitch Georgiades,6.4,3.6,4.4,1.8,0.7,1.5,0,1.5,0.8,0.4,10,7,3,1.7,0,0,0.7,4.2,5.9,1.2,-0.8,2.8
