Team,Playerÿÿ,Pos. ,GMÿÿ,KIÿÿ,MKÿÿ,HBÿÿ,GLÿÿ,BHÿÿ,HOÿÿ,TKÿÿ,RBÿÿ,IFÿÿ,CLÿÿ,CGÿÿ,FFÿÿ,FAÿÿ,CPÿÿ,UPÿÿ,CMÿÿ,MIÿÿ,1%ÿÿ,BOÿÿ,GAÿÿ,Disp. Ave.,AFLF
,"Prestia, Dion",,9,93,29,107,1,3,,37,17,27,38,30,17,8,82,123,,1,8,1,1,22.22222222,81.11111111
,"Lynch, Tom",,18,130,87,69,35,33,24,28,,45,7,56,17,24,114,97,31,52,37,,15,11.05555556,61.83333333
,"Balta, Noah",,14,129,65,54,2,1,14,18,43,16,6,32,7,10,60,114,20,1,50,5,1,13.07142857,54.71428571
,"Ross, Jack",,15,77,43,82,2,,,22,13,22,12,18,5,5,43,117,1,2,13,4,2,10.6,40.93333333
,"Mansell, Rhyan",,13,91,35,53,1,,,29,36,15,3,26,13,14,40,98,,,30,1,,11.07692308,44.38461538
,"Collier-Dawkins, Riley",,9,58,21,74,3,,,32,3,21,30,25,5,9,57,82,,3,6,1,1,14.66666667,56.55555556
,"Stack, Sydney",,7,60,36,57,2,1,,17,18,13,2,21,5,5,37,82,4,1,11,,3,16.71428571,67.57142857
,"Caddy, Josh",,9,68,36,45,2,5,,11,8,15,6,13,4,3,30,81,,4,9,3,2,12.55555556,50.88888889
,"Chol, Mabior",,10,59,31,41,7,4,123,25,7,17,21,20,8,8,54,49,10,7,27,,1,10,60.5
,"Coleman-Jones, Callum",,8,38,30,46,11,4,61,13,4,6,6,15,7,8,48,42,11,10,16,,1,10.5,57.75
,"Parker, Matthew",,6,47,18,32,3,3,,29,2,16,9,19,1,6,23,55,1,3,5,2,3,13.16666667,63.16666667
,"Dow, Thomson",,5,29,16,37,,2,,5,2,6,5,11,1,2,22,45,,2,2,,2,13.2,45.2
,"Garthwaite, Ryan",,5,25,11,25,,,,9,12,4,,10,4,2,15,32,2,,33,,,10,38.4
,"Naish, Patrick",,6,27,9,22,2,,,10,5,11,3,8,3,1,12,37,,,3,1,3,8.166666667,34
,"Ralphsmith, Hugo",,6,27,7,22,3,2,,5,4,8,,8,1,2,12,36,,1,11,,,8.166666667,30.16666667
,"Martyn, Will",,3,14,6,12,,,,3,,3,3,8,,4,9,21,,,2,,,8.666666667,28
,"Eggmolesse-Smith, Derek",,1,6,1,3,,,,2,3,,1,3,1,2,2,5,,,,,,9,30
,"Rioli, Maurice",,2,7,1,2,2,,,4,,2,,5,1,1,1,6,,,1,,1,4.5,27
,"Miller, Ben",,1,4,2,2,,,,,2,,,,1,,5,3,,,8,,,6,23
,"Ryan, Samson",,1,,,,,,1,,,,,1,,1,,,,,1,,,0,-2
,,,,4490,1983,3367,253,183,614,1237,831,1130,661,1352,376,461,2853,4888,214,269,1043,164,179,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,
,Playerÿÿ,,GMÿÿ,KIÿÿ,MKÿÿ,HBÿÿ,GLÿÿ,BHÿÿ,HOÿÿ,TKÿÿ,RBÿÿ,IFÿÿ,CLÿÿ,CGÿÿ,FFÿÿ,FAÿÿ,CPÿÿ,UPÿÿ,CMÿÿ,MIÿÿ,1%ÿÿ,BOÿÿ,GAÿÿ,#VALUE!,
,"Steele, Jack",,22,311,103,331,13,8,,185,38,105,138,87,43,32,305,333,6,10,42,6,12,29.18181818,121.6818182
,"Crouch, Brad",,20,248,56,279,7,5,,109,31,63,98,87,23,24,224,286,,4,23,1,6,26.35,95.2
,"Sinclair, Jack",,21,281,102,162,3,2,,48,78,53,29,51,9,10,139,300,4,1,47,13,11,21.0952381,79.23809524
,"Hill, Bradley",,22,279,86,155,3,1,,50,60,63,18,65,6,21,75,343,1,1,35,14,9,19.72727273,71.22727273
,"Ross, Sebastian",,20,225,91,195,5,8,,61,35,60,60,51,12,12,136,284,2,2,34,11,7,21,79.8
,"Billings, Jack",,18,218,113,143,14,14,,35,31,58,19,41,14,10,99,264,4,18,18,1,9,20.05555556,83.38888889
,"Wilkie, Callum",,22,248,126,85,,1,,39,89,14,4,52,17,25,92,228,15,,116,3,2,15.13636364,63.22727273
,"Howard, Dougal",,21,256,102,68,,1,1,25,109,11,6,43,14,15,81,156,18,,188,1,,15.42857143,61
,"Webster, Jimmy",,20,205,93,117,1,,,29,71,17,10,36,12,9,95,208,6,,59,6,,16.1,61.75
,"Membrey, Tim",,21,227,151,85,34,26,12,22,8,66,3,57,18,10,120,196,32,52,53,2,14,14.85714286,77.23809524
,"Jones, Zak",,13,163,49,141,4,2,,57,20,56,55,37,17,13,109,203,,5,12,15,8,23.38461538,88.46153846
,"Dunstan, Luke",,12,169,51,134,1,4,,59,11,60,70,50,18,19,134,167,,2,19,,2,25.25,94.58333333
,"Higgins, Jack",,19,161,79,131,27,16,,42,2,52,8,41,20,12,118,171,10,29,13,2,8,15.36842105,69.05263158
,"Clark, Hunter",,13,154,53,95,2,1,,40,25,22,21,39,8,16,84,163,1,,12,1,4,19.15384615,72.61538462
,"Butler, Dan",,22,170,43,78,18,17,,82,5,60,8,56,18,20,87,147,,11,25,17,10,11.27272727,54.81818182
,"Byrnes, Ryan",,16,131,76,116,6,1,,29,22,29,20,35,9,1,71,172,3,3,6,,7,15.4375,63.25
,"Coffield, Nick",,16,159,89,69,1,1,,25,45,15,5,29,18,10,62,166,5,2,30,4,,14.25,61.0625
,"Marshall, Rowan",,13,137,63,66,9,5,241,39,10,32,32,35,18,13,133,78,27,13,33,,3,15.61538462,89.76923077
,"King, Max",,20,126,90,67,38,30,11,16,1,33,1,41,18,14,121,74,48,54,25,,13,9.65,54.55
,"Battle, Josh",,16,113,61,73,3,7,2,46,21,20,9,29,13,11,71,115,5,3,25,1,2,11.625,53.6875
,"McKenzie, Daniel",,12,105,56,75,5,,,20,8,26,16,29,6,12,54,125,2,2,17,4,5,15,59.41666667
,"Highmore, Tom",,13,97,66,75,,,,31,21,9,3,23,10,13,60,104,12,,31,2,,13.23076923,56.46153846
,"Bytel, Jack",,13,70,18,79,2,1,,55,9,24,38,25,8,8,68,81,,1,5,1,1,11.46153846,49.15384615
,"Long, Ben",,15,94,52,49,2,9,,35,17,19,7,39,10,16,53,94,3,5,36,4,3,9.533333333,43.93333333
,"Ryder, Paddy",,12,82,37,36,5,1,362,30,5,29,29,30,9,17,72,45,15,5,41,,2,9.833333333,75
,"Lonie, Jack",,11,68,23,40,4,6,,22,7,18,3,14,11,1,29,80,1,1,5,,3,9.818181818,43.54545455
,"Kent, Dean",,7,56,35,40,5,6,,22,3,29,1,19,3,7,22,75,2,9,9,2,4,13.71428571,65.57142857
,"Wood, Mason",,9,51,30,41,7,2,,24,4,16,2,14,3,7,31,64,,3,6,,2,10.22222222,49.66666667
,"Connolly, Leo",,7,56,22,27,1,1,,4,13,9,2,13,1,3,16,65,1,2,5,7,1,11.85714286,43.28571429
,"Gresham, Jade",,3,42,12,21,1,,,6,2,19,15,14,,5,17,38,1,,,3,3,21,73
,"Hunter, Paul",,7,18,5,29,2,,113,28,4,7,16,22,5,13,27,23,,,30,,1,6.714285714,47.14285714
,"Joyce, Darragh",,5,36,13,11,,,4,4,12,2,,11,2,4,15,30,,,25,,,9.4,35.8
,"Sharman, Cooper",,5,27,19,17,10,4,4,8,,6,2,7,,1,18,24,7,13,1,,2,8.8,53.8
,"Geary, Jarryn",,3,22,15,18,1,1,,7,2,3,,5,,4,10,30,2,2,7,1,1,13.33333333,56.66666667
,"Hannebery, Dan",,2,18,4,22,,,,3,3,2,10,7,1,2,18,23,,,,,,20,58.5
,"Carlisle, Jake",,4,20,11,18,1,2,47,9,2,5,7,12,3,7,21,16,4,1,9,,1,9.5,50.5
,"Clavarino, Oscar",,5,20,14,16,,,1,8,6,4,,12,2,6,17,20,4,,17,1,,7.2,30.2
,"McKernan, Shaun",,4,24,8,12,2,1,44,7,2,4,6,23,2,9,25,13,2,3,13,,,9,45
,"Frawley, James",,2,13,10,10,,,,2,7,,,3,,1,6,13,,,8,,,11.5,47
,,,,4900,2127,3226,237,184,842,1363,839,1120,771,1284,401,433,2935,5017,243,257,1080,123,156,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,
,Playerÿÿ,,GMÿÿ,KIÿÿ,MKÿÿ,HBÿÿ,GLÿÿ,BHÿÿ,HOÿÿ,TKÿÿ,RBÿÿ,IFÿÿ,CLÿÿ,CGÿÿ,FFÿÿ,FAÿÿ,CPÿÿ,UPÿÿ,CMÿÿ,MIÿÿ,1%ÿÿ,BOÿÿ,GAÿÿ,#VALUE!,
,"Parker, Luke",,23,298,87,343,15,8,,106,31,93,146,97,39,35,309,322,9,13,32,3,17,27.86956522,99.86956522
,"Lloyd, Jake",,22,404,124,210,1,1,,40,144,40,11,51,14,18,88,395,3,1,49,26,5,27.90909091,96.86363636
,"Dawson, Jordan",,23,354,126,159,9,7,,68,113,69,15,61,22,23,144,315,23,9,96,5,6,22.30434783,88.86956522
,"Kennedy, Josh",,21,220,76,285,4,6,,100,21,68,109,51,19,13,232,270,2,8,15,1,11,24.04761905,88.95238095
,"Mills, Callum",,18,256,107,239,6,1,,95,48,75,86,56,22,11,187,307,2,3,36,1,9,27.5,109.6111111
,"Florent, Oliver",,23,273,93,163,9,6,,50,44,76,49,66,18,19,140,304,5,6,34,11,7,18.95652174,71.52173913
,"McInerney, Justin",,21,229,113,150,7,2,1,23,31,63,19,45,21,19,109,294,4,3,38,7,8,18.04761905,67.95238095
,"Hewett, George",,21,160,74,216,,,,71,30,32,52,38,12,15,146,236,4,2,22,,5,17.9047619,65.95238095
,"Rampe, Dane",,20,248,123,113,,1,,34,92,32,4,56,14,24,81,262,10,,80,3,1,18.05,70.9
,"Hickey, Tom",,21,193,60,154,10,7,506,45,24,64,104,74,25,38,215,141,11,7,89,,6,16.52380952,82.42857143
,"Cunningham, Harry",,21,229,108,113,,,,55,61,29,4,34,13,14,84,246,2,1,53,4,2,16.28571429,68
,"Heeney, Isaac",,21,222,119,111,36,21,1,41,8,66,16,54,22,16,133,204,20,36,26,3,19,15.85714286,77.19047619
,"Papley, Tom",,23,230,89,83,43,27,,34,2,69,27,63,21,22,128,184,4,32,20,7,22,13.60869565,65.17391304
,"McCartin, Tom",,22,196,111,101,,,,23,65,12,9,47,17,16,115,185,25,,160,6,1,13.5,53.81818182
,"Gulden, Errol",,18,195,82,87,14,11,,52,14,70,20,48,24,14,102,180,4,13,17,4,17,15.66666667,71.66666667
,"Rowbottom, James",,17,152,35,110,6,3,,105,22,46,43,52,12,14,114,145,,3,14,1,5,15.41176471,71.17647059
,"Wicks, Sam",,22,143,65,102,17,18,,89,6,37,6,45,17,24,96,150,6,16,23,4,8,11.13636364,56.77272727
,"Warner, Chad",,13,135,31,81,8,5,,48,14,53,32,40,6,17,90,132,2,2,5,1,7,16.61538462,66.15384615
,"Blakey, Nick",,17,138,65,75,3,6,12,28,24,47,6,35,7,6,61,152,6,4,30,17,4,12.52941176,52.70588235
,"Franklin, Lance",,18,157,81,56,51,24,,46,1,53,2,55,24,34,113,112,36,43,24,1,11,11.83333333,70.11111111
,"Hayward, Will",,20,134,81,74,28,15,,60,1,32,5,49,15,18,88,119,15,23,25,1,11,10.4,58.85
,"Fox, Robbie",,15,95,40,87,,,1,28,31,16,4,25,5,7,60,128,3,1,56,5,4,12.13333333,45.06666667
,"Campbell, Braeden",,8,71,26,41,1,2,,11,25,9,1,19,4,3,29,77,,2,8,1,3,14,52.5
,"Reid, Sam",,10,62,45,47,6,6,78,28,3,18,14,19,14,6,60,49,15,13,35,,8,10.9,64.3
,"McLean, Hayden",,12,67,53,35,11,6,30,23,2,14,4,19,5,5,54,54,21,20,39,,5,8.5,51.16666667
,"Melican, Lewis",,6,53,30,23,,,,5,14,7,,9,5,3,30,47,9,,37,,,12.66666667,51.83333333
,"Bell, James",,12,38,24,37,2,2,,25,1,12,4,15,7,5,28,48,3,5,8,,2,6.25,30.5
,"McDonald, Logan",,7,38,22,21,9,5,,6,3,9,,8,8,3,27,34,2,9,8,,6,8.428571429,43.42857143
,"Stephens, Dylan",,7,30,20,29,1,1,,8,5,6,1,17,1,8,13,46,,1,3,3,,8.428571429,32
,"Amartey, Joel",,6,38,16,17,5,3,49,23,3,15,11,15,4,7,37,17,9,5,16,,1,9.166666667,58.83333333
,"ORiordan, Colin",,6,30,13,15,,,,6,1,7,,5,3,,17,25,2,,12,1,2,7.5,31
,"Sinclair, Callum",,4,19,10,21,1,,99,11,,4,12,12,6,3,28,20,1,1,24,,5,10,68.75
,"Brand, Kaiden",,3,22,10,16,,,,6,5,,,5,4,2,16,18,2,,22,,,12.66666667,50
,"Clarke, Ryan",,3,6,3,1,,,,1,3,,1,2,,1,1,6,,,1,,,2.333333333,10
,"Taylor, Lewis",,2,6,4,,,1,,1,,,,1,,1,3,5,,1,1,,,3,16
,"Ronke, Ben",,2,2,1,3,,,,,,,,1,,,2,3,,,,,,2.5,7.5
,"Ling, Matt",,1,,,,,,,,,,,,,,,,,,,,,0,0
,,,,5143,2167,3418,303,195,777,1395,892,1243,817,1289,450,464,3180,5232,260,283,1158,116,218,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,
,Playerÿÿ,,GMÿÿ,KIÿÿ,MKÿÿ,HBÿÿ,GLÿÿ,BHÿÿ,HOÿÿ,TKÿÿ,RBÿÿ,IFÿÿ,CLÿÿ,CGÿÿ,FFÿÿ,FAÿÿ,CPÿÿ,UPÿÿ,CMÿÿ,MIÿÿ,1%ÿÿ,BOÿÿ,GAÿÿ,#VALUE!,
,"Sheed, Dom",,22,320,108,259,9,6,,51,42,83,116,105,27,26,231,353,1,5,24,7,8,26.31818182,91.59090909
,"Gaff, Andrew",,21,343,140,234,3,1,,35,38,78,62,65,16,16,154,421,5,3,23,7,12,27.47619048,97.33333333
,"Kelly, Tim",,19,245,62,209,6,8,,64,24,82,101,68,13,17,201,262,1,1,14,11,15,23.89473684,84.26315789
,"Redden, Jack",,18,208,104,235,3,1,,71,20,49,72,53,20,13,175,280,7,,34,2,3,24.61111111,93.88888889
,"Sheppard, Brad",,20,220,129,127,,,,32,49,20,5,32,12,5,86,260,10,,59,1,2,17.35,71.3
,"Naitanui, Nic",,22,154,34,181,3,7,687,65,16,77,158,56,30,17,273,74,21,3,67,6,10,15.22727273,85.31818182
,"Hurn, Shannon",,15,260,103,67,,,,24,90,24,3,28,9,5,63,173,13,,25,7,2,21.8,87.53333333
,"Cripps, Jamie",,22,205,82,109,26,26,,86,4,71,24,55,17,20,121,210,3,19,33,8,14,14.27272727,71
,"Rotham, Josh",,19,232,161,73,,1,,18,62,19,1,39,13,17,78,241,13,,79,4,1,16.05263158,71.57894737
,"Cole, Tom",,22,203,105,98,,,,44,45,25,8,53,14,24,72,222,7,,59,2,4,13.68181818,56.27272727
,"Darling, Jack",,22,176,123,91,42,19,16,53,2,54,5,60,29,25,144,135,43,49,35,1,11,12.13636364,69.63636364
,"Duggan, Liam",,14,188,94,77,,,,30,39,33,7,31,4,9,72,200,2,,23,1,5,18.92857143,78.35714286
,"Yeo, Elliot",,12,150,27,114,3,7,,63,8,63,83,49,20,20,160,114,2,,21,4,3,22,83
,"McGovern, Jeremy",,15,196,111,50,,,9,15,78,11,3,29,17,9,79,140,25,,91,,1,16.4,72
,"Nelson, Jackson",,19,176,76,57,,1,,26,46,19,14,28,4,7,72,150,1,,43,2,,12.26315789,50.42105263
,"Barrass, Tom",,16,168,117,53,,,1,10,40,15,1,22,14,6,79,142,28,,132,2,,13.8125,62.375
,"Allen, Oscar",,21,154,99,58,28,16,31,39,17,29,9,40,20,19,97,117,37,36,62,1,11,10.0952381,57.57142857
,"Witherden, Alex",,9,166,59,34,1,,,18,57,12,3,28,4,12,33,114,1,,14,5,,22.22222222,87.66666667
,"Langdon, Zac",,17,81,55,101,6,7,,35,8,10,1,35,6,14,74,112,5,13,14,,8,10.70588235,44.52941176
,"Kennedy, Josh",,18,131,89,47,41,21,2,21,1,36,2,31,14,16,79,111,20,52,27,1,15,9.888888889,59.61111111
,"Petruccelle, Jack",,17,108,59,69,16,8,,27,4,42,7,28,5,13,77,105,8,11,9,2,6,10.41176471,48.05882353
,"Waterman, Jake",,14,129,89,44,13,8,,27,11,26,5,27,12,7,44,134,6,20,16,1,6,12.35714286,66.21428571
,"Brander, Jarrod",,11,108,53,60,5,6,,11,10,34,8,18,5,3,45,127,4,4,10,4,4,15.27272727,61.72727273
,"Shuey, Luke",,7,104,23,56,,1,,30,8,34,43,24,18,7,63,93,,,16,4,4,22.85714286,87.28571429
,"Ryan, Liam",,14,116,55,28,24,10,,21,3,39,6,29,11,9,54,93,11,23,10,10,10,10.28571429,56.5
,"Edwards, Harry",,10,75,53,28,,,,20,25,6,,10,6,6,37,67,9,,72,,,10.3,50.8
,"Jones, Jamaine",,15,64,21,37,11,3,,47,10,25,6,16,11,6,48,59,,5,7,2,5,6.733333333,38.6
,"Edwards, Luke",,8,57,26,43,,1,,10,6,9,6,13,5,4,28,74,,1,5,1,3,12.5,46.125
,"ONeill, Xavier",,8,47,16,37,1,1,,15,3,15,8,18,4,2,32,57,2,1,9,,2,10.5,41
,"Foley, Luke",,6,53,23,21,1,,,7,18,8,4,14,,3,19,57,2,,15,,,12.33333333,49.16666667
,"Ah Chee, Brendon",,6,29,12,39,5,2,,14,,12,8,12,1,2,32,39,4,2,10,1,4,11.33333333,47.33333333
,"West, Connor",,5,35,16,28,1,4,,13,2,12,5,17,4,7,34,33,2,3,2,,2,12.6,50.8
,"Hutchings, Mark",,4,23,9,15,,,,8,2,5,5,7,1,,11,26,1,,4,,1,9.5,39.75
,"Vardy, Nathan",,9,18,13,20,5,,92,11,3,7,6,12,5,8,24,17,4,5,23,,2,4.222222222,31.11111111
,"Williams, Bailey",,6,23,15,12,3,3,50,8,3,6,1,13,1,7,21,18,9,4,11,,1,5.833333333,36.83333333
,"Winder, Isiah",,1,2,1,3,1,,,1,,1,1,,1,,3,2,,,,,,5,26
,"Ainsworth, Brayden",,2,,1,4,,,,,,,1,,,,3,3,,,1,,,2,5.5
,,,,4967,2363,2818,257,168,888,1070,794,1091,798,1165,393,381,2918,4835,307,260,1099,97,175,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,
,Playerÿÿ,,GMÿÿ,KIÿÿ,MKÿÿ,HBÿÿ,GLÿÿ,BHÿÿ,HOÿÿ,TKÿÿ,RBÿÿ,IFÿÿ,CLÿÿ,CGÿÿ,FFÿÿ,FAÿÿ,CPÿÿ,UPÿÿ,CMÿÿ,MIÿÿ,1%ÿÿ,BOÿÿ,GAÿÿ,#VALUE!,
,"Macrae, Jack",,26,435,102,445,6,4,1,128,52,135,177,89,44,26,348,546,3,4,29,2,27,33.84615385,116.1538462
,"Bontempelli, Marcus",,26,396,104,299,31,19,8,127,50,172,143,122,41,37,291,439,19,19,99,28,24,26.73076923,105.7307692
,"Daniel, Caleb",,25,364,100,267,7,1,,58,123,45,52,76,18,12,185,386,5,2,38,26,9,25.24,87.32
,"Dale, Bailey",,26,447,100,176,9,,,26,148,67,24,65,10,12,132,360,8,2,59,44,10,23.96153846,81.73076923
,"Smith, Bailey",,26,354,97,259,17,13,,87,44,101,77,85,21,19,193,420,3,7,23,13,11,23.57692308,88.38461538
,"Liberatore, Tom",,25,285,65,313,14,12,,135,35,109,189,85,35,26,340,273,2,10,46,1,8,23.92,90.76
,"Hunter, Lachie",,25,326,125,220,10,7,,60,27,101,48,57,34,9,145,402,2,15,52,15,22,21.84,84.28
,"Duryea, Taylor",,25,281,132,156,1,,,48,79,50,11,49,22,15,108,295,10,,70,4,5,17.48,69.04
,"Treloar, Adam",,17,186,50,209,13,9,,73,17,64,55,54,11,16,154,238,1,3,15,16,12,23.23529412,86.35294118
,"Williams, Bailey",,23,247,104,136,1,2,,53,81,41,8,45,10,12,109,271,9,,81,10,5,16.65217391,66.04347826
,"Dunkley, Josh",,15,129,56,220,5,8,,78,15,32,59,35,15,7,152,209,4,2,46,4,5,23.26666667,89.26666667
,"English, Tim",,22,164,103,126,19,15,341,63,16,32,41,50,28,24,144,147,31,29,64,4,5,13.18181818,78.68181818
,"Naughton, Aaron",,25,186,153,94,47,40,2,39,,45,3,46,21,16,151,139,65,80,34,2,11,11.2,66.32
,"Keath, Alex",,23,161,110,117,,1,13,43,49,15,8,36,20,18,125,168,22,,125,1,,12.08695652,52.13043478
,"Johannisen, Jason",,25,152,67,99,15,12,,41,9,64,9,30,9,7,75,181,3,10,30,8,15,10.04,44.36
,"Bruce, Josh",,20,138,100,83,48,21,28,26,4,33,6,61,13,26,108,116,30,54,29,,7,11.05,62.8
,"Cordy, Zaine",,19,126,67,57,,,5,38,41,11,4,29,18,12,68,115,7,,133,1,,9.631578947,43.78947368
,"Scott, Anthony",,21,88,33,95,10,8,,35,8,30,12,23,17,5,91,108,5,6,25,2,6,8.714285714,36.33333333
,"Wood, Easton",,15,111,70,65,2,,,22,22,18,1,32,9,12,58,113,6,1,56,3,2,11.73333333,49.73333333
,"Hannan, Mitch",,17,114,59,53,14,13,6,51,2,38,5,27,11,8,78,95,11,16,9,2,4,9.823529412,54.05882353
,"Smith, Roarke",,14,79,29,88,3,4,,34,10,22,11,21,4,7,82,92,5,1,36,3,3,11.92857143,45.78571429
,"Weightman, Cody",,16,120,48,40,26,13,,30,4,34,4,29,25,9,75,83,11,25,17,,12,10,54.4375
,"Crozier, Hayden",,10,111,59,48,,,,14,30,12,1,14,6,4,44,113,4,,38,1,2,15.9,65.6
,"Lipinski, Patrick",,11,74,39,79,2,1,,22,17,20,13,16,2,5,37,119,1,3,8,,4,13.90909091,53.18181818
,"McNeil, Lachlan",,13,60,21,51,7,8,,24,,21,2,23,7,7,50,65,2,4,18,3,4,8.538461538,36.69230769
,"Garcia, Riley",,9,57,14,46,4,3,,17,3,22,6,21,6,8,48,54,1,3,7,4,5,11.44444444,42.44444444
,"Young, Lewis",,9,47,24,52,1,1,71,14,14,11,8,16,9,7,48,50,7,1,44,1,4,11,48.77777778
,"Vandermeer, Laitham",,11,46,24,50,6,8,,26,,20,2,21,6,9,49,53,4,8,9,1,8,8.727272727,39.72727273
,"Schache, Josh",,9,67,41,27,5,4,5,11,12,8,3,17,5,6,35,60,7,8,24,,3,10.44444444,49.77777778
,"Martin, Stefan",,9,29,11,64,1,,154,17,2,4,25,33,9,20,65,30,4,,20,,2,10.33333333,47.22222222
,"Richards, Ed",,5,43,16,25,1,,,9,12,8,2,11,4,5,24,45,1,,10,,,13.6,51.6
,"Wallis, Mitch",,6,28,20,33,4,2,,10,,11,4,13,5,3,28,33,3,7,3,,1,10.16666667,45.33333333
,"Gardner, Ryan",,9,37,20,18,,,,5,12,2,1,19,5,9,25,32,4,,62,,,6.111111111,22.77777778
,"Sweet, Jordon",,5,21,12,22,1,2,99,19,2,9,12,16,8,10,22,23,1,2,17,,1,8.6,60.8
,"McLean, Toby",,3,17,9,25,2,2,,13,1,5,5,6,3,1,15,30,,2,7,,2,14,64.66666667
,"Ugle-Hagan, Jamarra",,5,25,14,10,7,2,,8,,6,1,13,3,2,15,22,3,9,5,,1,7,42
,"Khamis, Buku",,1,7,1,4,,,,1,1,1,,3,1,2,5,5,,,4,,,11,31
,"Butler, Louis",,1,6,5,4,,,,2,,,1,2,,1,1,9,,1,1,,,10,46
,"West, Rhylee",,4,6,2,3,,2,,3,,3,1,6,,5,2,7,,1,1,,,2.25,7.25
,"Jong, Lin",,1,2,2,2,,1,,,,,1,,,,2,3,,1,,,,4,17
,"Cavarra, Ben",,1,1,1,,,,,1,,1,,,1,,1,1,,,,,,1,11
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,
